種類,臉書貼文,元氣網文章(LINK),元氣網文章(FB LINK),
【#大腦健康】#器官老化 #腦力培養 #肺功能 #肺活量,https://www.facebook.com/share/p/1B4oUYv4ur/,https://health.udn.com/health/cate/10691/10699?fbclid=IwZXh0bgNhZW0CMTAAAR1zj6zlUC1e0Osew1bFqMvvfCGL-3FSL-Jrr_t525SagHST8uXEG9qFMPU_aem_jt8COMKHB53TmAAX9oDjMQ#category,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F10699%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1i-pz1zg2drmVVicnQDkjS247JIhy-k87MBBAY-lwl4ngHT5JURKlUkv0_aem_dIXQOVoEJT84Ww8uMGCWoA%23category&h=AT3utI-bjIfJuOXToRVz_ez3GOkkwqawdU3KJoMwPn0fQAF9P2yncsPvD60_E_A0clEZ74bBvYu4svs5JmCKlD553-Ri0TW9xQRA7gMUwbkk7pbUYiae1lXBA-i31dR2cVO5&__tn__=-UK*F,
【#照顧解決方案】#失智 #失智照顧 #失智友善,https://www.facebook.com/share/p/18hqeFKuEf/,,,
【#失智資源】#新北失智共同照護中心 #新北失智社區據點,https://www.facebook.com/share/p/19f71RTaEB/,,,
【#照顧解決方案】#失智 #穿著 #冷熱知覺,https://www.facebook.com/share/p/189AdwLTdL/,,,
【#大腦健康】#節氣養生 #夏至,https://www.facebook.com/share/p/18MNwBZQS3/,,,
【#照顧解決方案】#失智 #穿著 #冷熱知覺,https://www.facebook.com/share/p/1A3e3zYDZA/,,,
【#失智資源】#失智共同照護中心,https://www.facebook.com/share/p/15kazMbvX4/,,,
【#失智資源】#新北失智社區服務據點,https://www.facebook.com/share/p/1ApBuUQUDP/,,,
【#大腦健康】#節氣養生 #芒種 #薑,https://www.facebook.com/share/p/19sUSrQ7NV/,,,
【#失智萬花筒】#失智友善社區 #走失 #友善環境,https://www.facebook.com/share/p/1WTRRFB6yP/,,,
【#活動萬花筒】#失智 #好書推薦,https://www.facebook.com/share/p/18bgVMg3Sc/,,,
【#大腦健康】#節氣養生 #小滿,https://www.facebook.com/share/p/19VDt9ctHv/,,,
【#大腦健康】#失智 #動腦 #運動 #社交,https://www.facebook.com/share/p/1QBAKp5zPA/,,,
【#照顧解決方案】#失智 #居家環境 #懶人包,https://www.facebook.com/share/p/12AZiT3Ur6C/,,,
【#照顧解決方案】#失智 #照顧 #找看護,https://www.facebook.com/share/p/1B8B9JU6U1/,,,
【#大腦健康】#節氣養生 #立夏,https://www.facebook.com/share/p/18Scukohjg/,,,
【#照顧解決方案】#失智 #嗆到 #咳嗽,https://www.facebook.com/share/p/19ZMeFeqMu/,,,
【#大腦健康】#器官老化 #腦力培養 #肺功能 #肺活量,https://www.facebook.com/share/p/18JSLfLWjm/,https://health.udn.com/health/story/6039/5322655?fbclid=IwZXh0bgNhZW0CMTAAAR3lI1LHiLnvBUnj_6qTIt0pvEyYGMvOSk-o4phHNwrC8XJK8WmYZXsSkGk_aem_RNPj0hBGkBXexha6MIK-Ow,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6039%2F5322655%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2CeUF-EcbWN1X1t-ytAehcyYhVyYkyGi35VM1nZxkni64B35MuPJYKvGU_aem_3zpNCE1VjMvr5BKrsz8z4g&h=AT2UibhbRKqWewJ3joi-ak9BfmldK8qdHSfBOOD-EErK7NyrO_x5G3zBnt0n809sSaG13Y9bXrhVb8hv6w1b7dYKwboHXzAlImMF61xN2junbeokPqOtKX4NdBr4Qlp9mnR_&__tn__=-UK*F,
【#大腦健康】#節氣養生 #穀雨 #香椿,https://www.facebook.com/share/p/1bzokQENDM/,,,
【#大腦健康】#失智 #失智預防 #早發性失智症 #大腦,https://www.facebook.com/share/p/17jqtMqWAw/,https://health.udn.com/health/story/6037/7909284?fbclid=IwZXh0bgNhZW0CMTAAAR1gK8HUvZBwao8rq3NTZ_XTIGb3iipyP0Z1G4ZLu6tEP75lEnisq4s70CA_aem_-lT42K59Teq_JvrkOameEA,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F7909284%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3sZ8bH_9j8qBjNiV0Pv9CxdmN-A31X2AbbOAvbEF-IVU66BpIyk65b3pg_aem_-hKzGr17veWLIX8mAu0rPg&h=AT3BBixG1ifaW9Hhfd79h7MQxoK7RoRJjrxo7LrxC2IuO3988wy3GLaTsVNsQIAPJEorAdRPsmnH6tbCBUyPazvGJdNMidHsXN7QKN8ti7p2MBAr23bGgl6VNqOk0ntwrzI8&__tn__=-UK-R&c[0]=AT0VtZmiS_y6fpYPcIv_zSD-Vw356etal7VkURIWyn4hUCejHtiGI-QRO7RqUNkUsed12i0IBbwyMDje7TvmJghZHUkMEJzFv-AmhCXXavO73q94D_8_atgMx495BEL1CBTbJpG83yNzufVpiMK-6Xwk3rs4MSQWap5bvSMsdlXqrC3In_G19HLMkPrIvjw0YXhuXvVTrTRYeJmIFMgMRA5dwQ,
【#大腦健康】#失智 #長者量六力 #延緩失能,https://www.facebook.com/share/p/18MebZUsus/,https://health.udn.com/health/story/6631/7040066?fbclid=IwZXh0bgNhZW0CMTAAAR3RrJeyB67aQcd5aqt2kByKi0BC86h8Ru8ztvigeklcG1SZqn2wi8XQXf0_aem_drhoIXdfkSNHzwGDWK5F9Q,https://l.facebook.com/l.php?u=https%3A%2F%2Fpse.is%2F4v2kxn%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2iZ4QdYrDNogH1eqnTduu2MKa-Li9vnJJ8hE9gwQQrP6LGFduUjB29-Cg_aem_DJlT_qQy63-96CToZuxY1g&h=AT1M0IUF_pv5n9mgRuBAdUIWNTiEAZw11kkXvTitj_vvQt7igRmvAHo8sWNIqljVfGpzzgSEVDiCtwj7z1A83KXX74v9FitqZ5ztVZTOxQRCpkt9ujlK7iZvH8zLJozpQBCF&__tn__=-UK-R&c[0]=AT109gynGxqtEDYkAx8a8Yug4PQ9K5FNibiSx3CyaWlKJC9p9arO0JHvHFiwMxA5V5ZwW0vCaHmLPgUYNOin5PlD3-CJ0ijWbnuaRQcdvqzcj34zr60cGCoKTViOJfsqswjQmHRWXU6jOR2fAewDivL-1XQ1VgSb9EE1gs6DYp58E6iCBUCa8T_JvD4jKZ86UgQ-GueTjG3WeKVbSMU125x1t0eapg,
【#大腦健康】#失智 #預防失智 #睡眠 #熬夜,https://www.facebook.com/share/p/15jAHG2oBn/,https://health.udn.com/health/story/10696/6880903?fbclid=IwZXh0bgNhZW0CMTAAAR0FJXo0pHFCRnvU5B5d3gVrotqNfrpYfYmiZGOG8MgnZCPiqV_bJgMJn1w_aem_MZbV46negu9Y7NE_U5MAlw,https://l.facebook.com/l.php?u=https%3A%2F%2Fpse.is%2F4ruw5u%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2iZ4QdYrDNogH1eqnTduu2MKa-Li9vnJJ8hE9gwQQrP6LGFduUjB29-Cg_aem_DJlT_qQy63-96CToZuxY1g&h=AT0oXQm3AoN2_9lpZabcsnv_kMjvOJupTP6npBZy9Flp1_PSxkE4kkLoxacGNPEVCDXXXc1Q92JJxFvb3JkfGKuIaf7Ewhiw5GXXw2hedeAWvGgV98VNAt4cSvzWqjPIPrrb&__tn__=-UK-R&c[0]=AT1RLXmfnpDlbYfgCy6IXQKxmSfOGe9BSpk2s3IcysiseTXye3zlaLPux12wLX6lfZ7DHI49Xa5WKeU3j7Kxl6nULoPb1itf_L_itIT4mLEcBSg6E51T-kJEykZmlUDFkWoNYU-XvRXDME3zt1f9BaNh4U8MwXp_EaQzUkNHn1neN6fapyqtIPdrNqDLtKRHj87i3cFphP2K4lBnXwgU8BqF-m68iQ,
【#大腦健康】#失智 #預防失智 #穴位按摩 #針灸,https://www.facebook.com/share/p/15SmVUn6of/,https://health.udn.com/health/story/10696/7663360?fbclid=IwZXh0bgNhZW0CMTAAAR2dyPvVOikj7GGmXZ4cXiTrzJE0sOjMhyy7bG-LRD8tFrcCmTxRKRwXVgI_aem_BzJ7wZZLRba2nzDpB2CnTA,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F7663360%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3D8uVIULcjgrNXEqz-8ZYI0W_mZk3HjZPVQY4NMvuO3RFb9-HGCnANTwk_aem_hbS-gRnmTZOWLc1RceAQKQ&h=AT1OYBhgbuJJrOhtdo4eIpXE3JZ6OgLsUcRR2pWNgoIS6YlBlzyM1zhZP3inxmIkSd39T_8l3nrWk5UVxhbwJesIGHfZ1DVnANxzxyohSvzbK4tbBwcbAyaP0HQ_9vQt96GlWhAwdT2-xvFJ&__tn__=R]-R&c[0]=AT2hX8_Id45BA-pM-gjpqgZ7cJvCJNPmiu-gHi-nFpv-VtUvvG9t52R8BbWTF-m1Gp5z3MY6XxwYDy3tGT8Xh6sEqK6W2DKXwTJoD-j4xIc1oKiYoQ6y8O7qWrFlrAkOFUfLycUddGkfxKnoNoHcuOjxEeaqxCExnepomrPvwjLh5HSH65iLfBfxF-aYJoPE-bnY7tMq1FuGm7flWnLd6CbAhg,
【#大腦健康】#失智 #節氣養生 #清明,https://www.facebook.com/share/p/15hse4ius7/,,,
【#大腦健康】#失智症 #失智預防 #八段錦,https://www.facebook.com/share/p/12F5vZXZ7wP/,https://health.udn.com/health/story/6035/8306925?fbclid=IwZXh0bgNhZW0CMTAAAR3mg41EsCEjGBo8OxtUtUTrnWyeVCjHiHxSM13wafeGPnvy7sZKaXnjnKw_aem_K4I-SuBwb3bBETnqcpnlaA,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6035%2F8306925%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0Z8GPIcmEMzd1JAxcSiAK-PVfpSoXipteSW3THSs_ZOrbzFgS5ZR67AFA_aem_V9uy2mJRPCOp9fjhVRFNjQ&h=AT1Qy4sbTtRF2Yjp6YOv2J9mlUrNjMF1bAxdIqCpmU7x4wvMoW7T0x44KKkfvK9otDuV6chWs1m374-cTk1rgtCMxgbq88PaIVbsvx6pfHS23RIbWo48_wchIvY-S48rlmCyqqZ8TV-3_vMu&__tn__=R]-R&c[0]=AT2KpjuuEOG9J4lgn8X2erLlHkHvUcBBbVZsJsVmhP5HJAWSHx1WV7P3wjBkBYmcFZRJe3W8w2tu1xasvjvCFKHvhjLN2Zi4Ie22Hsyno8cgFWH7sMtd_DRC1F7zxByfpqDMSD52p0oIDQ4IRNG5OjlYIH3OlzCUM1GtHsQI4OlqjKBj85i1Ngp3ikIL-dNnIofepdGM7qniQnXzjAhbXL1slg,
【#照顧解決方案】#失智 #地中海飲食 #預防失智,https://www.facebook.com/share/p/1AbwUrBgZu/,,,
【#小編幫你問】#失智 #照顧者 #互相鼓勵,https://www.facebook.com/share/p/1BTKckqoQh/,,,
【#大腦健康】#失智篩檢 #診斷 #認知功能,https://www.facebook.com/share/p/19hriHWFE2/,https://health.udn.com/health/story/10696/6566299?fbclid=IwY2xjawHWE0hleHRuA2FlbQIxMAABHRnNVw9b9qzqL0e3D5NS_XMAZidqPA7I4c3Ko3gpVnE0AVVqfwCvaZ0UvQ_aem_TmhzwmCjvA1YcXxueiKjFg,https://www.facebook.com/share/p/19hriHWFE2/,
【#活動萬花筒】#失智 #照顧 #失智治療,https://www.facebook.com/share/p/1GVefNBvVE/,,,
【#大腦健康】#節氣養生 #春分 #中醫,https://www.facebook.com/share/p/15LWQYnb94/,,,
【#失智資源】#失智 #照顧者 #照顧資源,https://www.facebook.com/share/p/1H9EPYpNFd/,,,
【#照顧喘息】#失智 #延緩 #抗憂鬱,https://www.facebook.com/share/p/1PxdvAxFEL/,,,
【#小編幫你問】#失智 #照顧 #互相鼓勵 #正能量延續,https://www.facebook.com/share/p/17uefZ8crN/,,,
【#大腦健康】#失智 #照顧者 #壓力,https://www.facebook.com/share/p/15Y4sYvP72/,,,
【#大腦健康】#節氣養生 #驚蟄 #養肝,https://www.facebook.com/share/p/15hpndJEgN/,,,
【#照顧喘息】#照顧 #壓力 #壓力測驗,https://www.facebook.com/share/p/1E1Fm5Td3m/,,,
【#新手照顧】#失智 #連假出遊 #隨身物品,https://www.facebook.com/share/p/12G4BFniHY9/,,,
【#大腦健康】#失智警訊 #極早期失智症篩檢量表,https://www.facebook.com/share/p/1BEanWQU5w/,https://health.udn.com/health/story/10696/6713829?fbclid=IwZXh0bgNhZW0CMTAAAR33-sGQ6cMJ23KOu8FttFD0qXH1gtOroX6oeop4VzIlj7kLQKoBAbt0L6U_aem_nEcZNCw1SGM8fnp82QAx9A,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F6713829%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1i-pz1zg2drmVVicnQDkjS247JIhy-k87MBBAY-lwl4ngHT5JURKlUkv0_aem_dIXQOVoEJT84Ww8uMGCWoA&h=AT0SipjhInmZMjW1_GGtFUJWOl8cYKClBqxNS9woKlS64zOgcgpHSgGIpJaqmxeVOzvfowvv9wGOYsYhdZPjgaQY0Y9gbkezyCGe_ZYvUQlaRYxh1X0N9K9fy7sDKIXXQVCs&__tn__=-UK*F,
【#大腦健康】#失智預防 #桑葚 #紫色食物 #花青素,https://www.facebook.com/share/p/1AuJ3H54oD/,https://udn.com/news/story/7266/7885560?fbclid=IwZXh0bgNhZW0CMTAAAR3f8PHUOejGU45rfpQXTpKHluipsDaJGIGoc1vgQO01Dx5XWJpfVV_9XeU_aem_s1uv2ZkyCvJqnLGXzgneMQ,https://l.facebook.com/l.php?u=https%3A%2F%2Fudn.com%2Fnews%2Fstory%2F7266%2F7885560%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3ni0LmfeXUPHlSIuj772ovUdUFAvp0Om0QPvyumU3avAgQamJm5jQdSmc_aem_exv9Z7NrYdokeXc6D2LGpQ&h=AT3T-3bwp9nK0y_ygD1RP33SjVhXcTBqe3ZNMJQvpedFDuStFeYzvH04d3Grwdo9M-vnn3o2y4MtEGcGz7C0d0GNI1aiVQFYIzbgnR0eXepai3qhO68M_fU45dBez_uQSnCs&__tn__=-UK-R&c[0]=AT0vX51fpXBJ_5q5CX_qlJ4Gxq2Zn9-LETCxOCq5TMx5Idssv1Bu_BWKKU6E3E_1g-tzH9nTk6sZCbvcHVHe8rwwX5kwF8qg8SRac1CJKOsYg7F2CA022hhTrQDM16MUBaX7rmf88HW0HNu5VrwV1fEJ73__Q_CUU04iv9dt-efVhP94pGUHIkdr7VyhJfw6XywT_vJxpAON3WSjSWufqBTyoA,
【#大腦健康】#失智風險 #認知功能 #走路 #步伐,https://www.facebook.com/share/p/1AavoCPVjU/,https://health.udn.com/health/story/10696/5893638?fbclid=IwZXh0bgNhZW0CMTAAAR1LgGOjHyV0--2P9-J5-DmRUyjU873R-rwLUub4piI4E9sNxRg2NpPPAzw_aem_U4_cZDaffvA-ios98qsShg,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F5893638%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2o-2mUONZf1sfIT14ZelQKdMSxpqTxRtLt-D3m9W0mV2L7f6FrjtMX8ak_aem_lb8APQh6JrOZNIsxpeTvGA&h=AT2HX0LYOiD33UkGGG-Iawjw3_Kztt4HihWpToOfEF5EvnsCoCfkf4Z7dUWEwVN_uvVZGT1K3xvmSRM9vgoKImqJ-THBGSwqutVuesWuIFA1WbFI9bGiNVwMv0lsA7B2UeFJ&__tn__=-UK*F,
【#大腦健康】#失眠 #穴道 #換季失眠,https://www.facebook.com/share/p/1CZn71Stck/,https://health.udn.com/health/story/10696/6797875?fbclid=IwZXh0bgNhZW0CMTAAAR37zoptrwH2kNoOz55nqre9KerSaN2-FJDXcmc5oL2G42LkSQBivm7tvog_aem_6jt679zpqVL2LKa9MWrmlQ,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F6797875%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1i-pz1zg2drmVVicnQDkjS247JIhy-k87MBBAY-lwl4ngHT5JURKlUkv0_aem_dIXQOVoEJT84Ww8uMGCWoA&h=AT3-Xk42E262de0b5mvWmjYkg1bV-BPA534_0xjHeBMrITwTnjTx2K2pWIIe1bmxwtCsgLtfS5hK91k_f1E-1mflB4eRno-0IiAWwZnW0ijrOn_mOuF7awBY4Woha6wIDs3l&__tn__=-UK*F,
【#大腦健康】#排毒 #飲食 #預防失智,https://www.facebook.com/share/p/1DocaAkENW/,https://health.udn.com/health/story/6037/6309937?fbclid=IwZXh0bgNhZW0CMTAAAR2Ag1hxfEnmDYcA6Y9I4_V5d2rcoh2Br8b7MsjLzhreyuOzC3lIhjIxpYA_aem_G74loM4GOxaCw2GNZVUT4w,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F6309937%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1a2KoZI7ZxCQXDqgPFI6iawGsWKiyFsUTEMxHR7IQBqbafPLnVN9J3iO0_aem_oIyn-jSMeD_E85MmlBXXVg&h=AT2I4dW3nba-kDiTUDb4njF5a3Ey3P5rq8kbY6gyzDEPbV050qhx2ekZjvBU3Ja8-VmH_ldz3vsdNiXyeRg11zPuNl9ceZkoYDTM5-rotCHkkAymFChvYOWRNNOjoq8F5FNS&__tn__=-UK*F,
【#大腦健康】#健忘 #失智 #延緩衰退 #健康生活習慣,https://www.facebook.com/share/p/1AnNpyhjuc/,,,
【#照顧解決方案】#失智 #精神行為 #居住安排,https://www.facebook.com/share/p/1DBjMktwdF/,,,
【#大腦健康】#桌遊 #一起玩 #認知訓練,https://www.facebook.com/share/p/1ESfhyvcXE/,https://health.udn.com/health/story/10696/4241257?fbclid=IwZXh0bgNhZW0CMTAAAR2Jes5lT-u4-Emz4jxf7RRV4iLcAnrMgD64IS9nR_zhL4gZqMASRHNHR_g_aem__uJyWBjjOohISM7zc3VF8Q,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F4241257%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1a2KoZI7ZxCQXDqgPFI6iawGsWKiyFsUTEMxHR7IQBqbafPLnVN9J3iO0_aem_oIyn-jSMeD_E85MmlBXXVg&h=AT0W88Zv9KvQ8NfdxIZLZfA080OSHDsGWZ7Q2MSlvrV5M-v3RhXhXgvS-ohbKdkUrTIIcw0DNdySJahNdjfiOOj0vPHIm0cMZIWybVWu0dl-IKiZvap3k1_Rlx27-dP7U9Zc&__tn__=-UK*F,
【#大腦健康】 #失智 #健忘 #記憶力減退 #改善健忘,https://www.facebook.com/share/p/15XSji8niZ/,,,
【#照顧解決方案】 #失智 #出遊 #春節 #防走失,https://www.facebook.com/share/p/1FUSin9p4u/,,,
【#小編幫你問】#失智 #飲食問題 #照顧 #互相支持 #互相鼓勵 ,https://www.facebook.com/share/p/1XHsiKAQSJ/,,,
【#大腦健康】#失智 #食物 #黃烷醇,https://www.facebook.com/share/p/15b9n7ByhT/,,,
【#照顧解決方案】#失智 #洗澡 #情緒 #精神行為,https://www.facebook.com/share/p/1F5b2JBvLn/,,,
【#小編幫你問】#照顧者 #失智 #互相支持 #互相鼓勵 #正能量延續,https://www.facebook.com/share/p/1PNDhxxBnB/,,,
【#活動萬花筒】#失智者 #照顧者 #2022照顧路上印象最深刻的事情,https://www.facebook.com/share/p/1AdK3ui2Zx/,,,
【#大腦健康】#睡眠 #失眠 #飲料,https://www.facebook.com/share/p/15mijNtGn6/,https://health.udn.com/health/story/6037/6203497?fbclid=IwZXh0bgNhZW0CMTAAAR0GvLFYjwAK7MfmfGZ-7oN_BwB5nDnC-wpHqsiyenT1bNLolMIsxkpk1Aw_aem_FtzoW2dMg0Mlo5at27KFLA,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F6203497%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0LOUpUy3bpdS3c1XMxGJlSSMrNkHpRPCo4cu7PMGfTXRjs-om3eB8IwFY_aem_mm9pmJ6YC1smIUKMSeyfbQ&h=AT3fRNTbK9spJzUqU4Ec34mqx_Vjv07yZKfgEQQEthUiSNGZe3omHMWy96QHysZrdprdgLFtIScytwWh0GrbYA1TmbtZxILJdpgJYHsZlySfeCrPN7oqZ0IvRVdbx1Aos08e&__tn__=-UK*F,
【#大腦健康】#穴位按摩 #中醫 #十二井穴 #預防失智,https://www.facebook.com/share/p/1CsRLZHNzP/,https://health.udn.com/health/story/10696/6767349?fbclid=IwZXh0bgNhZW0CMTAAAR1UbXd1QK5e1U_zwUY7OM-Ivm3vVDayKT0uiml-OgOBwml7WVtadxgzEXk_aem_b5X-fYty51NJBFiEdeLDFQ,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F6767349%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3ynxd8eKOWFqkKq0zs3S9DTY0tUm7VuqBc5zEKV_VUpABFJRyBCC43nmI_aem_o4kJCryaYRAqu9_h5oNEIg&h=AT0zmhsa5SwxNTOTADYmG7LsIl6uWUve3zccpo3zhnPZx8I38ifaAQNYY04IhCaIOpbp6FGcvEbn7EtY_3vm_13ktLW-MxV41111tvEz0CtTEi4o43NPXc0iiik8UKMCYwbO&__tn__=-UK*F,
【#照顧解決方案】#失智者 #保暖 #電熱毯 #熱水袋,https://www.facebook.com/share/p/1AYAi7NcXn/,,,
【#照顧解決方案】#失智者 #穿脫衣物 #冷熱感知,https://www.facebook.com/share/p/17XzNSzcND/,,,
【#大腦健康】#端午節 #粽子 #生活照護,https://www.facebook.com/share/p/15TXRk4jtN/,https://health.udn.com/health/story/6037/6354166?fbclid=IwZXh0bgNhZW0CMTAAAR0BGgUzbRT1_Lb5r7COwBUZhqvQ1M6F833klxcJFMMEFk1IUNKMb9Ud8O8_aem_p3Rk-P-0ABmySsgExApDEQ,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F6354166%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0LOUpUy3bpdS3c1XMxGJlSSMrNkHpRPCo4cu7PMGfTXRjs-om3eB8IwFY_aem_mm9pmJ6YC1smIUKMSeyfbQ&h=AT0CgEqERNQuFE_z0L1x6tl0FLW5tWlYL1UXTCW0kd4p2BgkI98SIg-ocV0qRquuFczitdMdP3Grk38nH5uEpKe7YgGKBg3m2FWr9OgcLf6yT22cEtNl_UrizdwoqJivOlKp&__tn__=-UK*F,
【#大腦健康】#節氣 #立冬 #節氣飲食 #失智 #預防失智,https://www.facebook.com/share/p/14N7Bf9aoM/,https://health.udn.com/health/story/6037/8335599?fbclid=IwZXh0bgNhZW0CMTAAAR3SyJOIzhtfyX8qWegdbo7qhcgCrfkIP0iMLziXsf52ZY5PItw1ZJyryZ4_aem_iIKd1p637MV8r8GdCSu19Q,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F8335599%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1t36IELBeCypQUIvGG1bZI_etamMUiChSigjbwQ0-w7iQXeBC5ys9dgd8_aem_wBldmL69KwQlyiJ--unKcg&h=AT3hcMP5__B_K2ASNLHlqrIcqJxS1wwsA1XRJgSFZXwIrwjvPgx63XoafvmKC7knL_RwI_yV0DObvHlVRRkTir4BZclSs8kihQLfCV7SWcv2yOJ2j7X-0v8sP2c1DvUxhXN-fNhaMLKCQd0a&__tn__=R]-R&c[0]=AT1ezselAic2fbNZvEuisOl3w5VK146Jf_zFw8AHdH3RYB62LD0DpcvBf7SwlQ85VBaio1Au96i3jkffL1OUUPUb1VXIRG_6ERuY0NlJ-dHFkN746N_Akvs9VDV9l85ne-btC7gxETq__Po199EeYmM4ufemAk2PrmcNOLMbY7FqlqN2_Q45K6Rx7sI2MVN3Z_1pNYlLLBfA3OCBp6F0IYdB_w,
【#大腦健康】#節氣 #立冬 #節氣飲食 #失智 #預防失智,https://www.facebook.com/share/p/14N7Bf9aoM/,https://health.udn.com/health/story/6039/8341953?fbclid=IwZXh0bgNhZW0CMTAAAR101Ugw0X6HOi6q6CYOnTnVGiTsXaAzt6i5QemzM8c00CasAuXdb8VaDQA_aem_VwdNEKEcbOMIONTHeN7JOQ,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6039%2F8341953%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3D8uVIULcjgrNXEqz-8ZYI0W_mZk3HjZPVQY4NMvuO3RFb9-HGCnANTwk_aem_hbS-gRnmTZOWLc1RceAQKQ&h=AT0IqWc420XeQU54h8p8H_3gY1Y4KWFKk_dCJoSNfo_o1rBzUQKzGZgto8jTQgBhhbyTAK5ZjNRaeS107H3ZSzwHZIFl5vHKzMlmzdWowMxTnAODSI_x7i9pyImw1WS5GLyaGoUgjN2J3Y-r&__tn__=R]-R&c[0]=AT1ezselAic2fbNZvEuisOl3w5VK146Jf_zFw8AHdH3RYB62LD0DpcvBf7SwlQ85VBaio1Au96i3jkffL1OUUPUb1VXIRG_6ERuY0NlJ-dHFkN746N_Akvs9VDV9l85ne-btC7gxETq__Po199EeYmM4ufemAk2PrmcNOLMbY7FqlqN2_Q45K6Rx7sI2MVN3Z_1pNYlLLBfA3OCBp6F0IYdB_w,
【#大腦健康】#節氣食材 #小滿 #袪暑利濕 #防上火 #黃瓜,https://www.facebook.com/share/p/1BF4CgwbT8/,https://health.udn.com/health/story/6039/7405238?fbclid=IwY2xjawHW9E1leHRuA2FlbQIxMAABHVGhEvDINFQudoWsA1TwrmzyKbnn1EQzUl16nzbCRtK1K_-Gk9ykUaXrkg_aem_r43Z-yPsTENMw366gNITvw,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6039%2F7405238%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1RoRLwyDRULnaFrANU8K5s8im559REM1Jdep82wkbStSv_hpPcpFGl65I_aem_r43Z-yPsTENMw366gNITvw&h=AT2ZXrsZauzSm0hEjol_2C__XR0meG_wgtsy05HjNhm-jxa2AsiC1ejk3IqFZTmLXygzH2YEI_ymNh5fEI7pW4pUMi0tKX2uL6vYlvy2xZ6p54pRLB69nDSeHnldkUv2Hh8l&__tn__=-UK-R&c[0]=AT3hi6u7gq-EFd9AudS5DjrqyMJbBB2Sdwa2DBprE_w2dxzpm1S8qTP0c4-VDJC5-dim4Unc7d6mKffkncjxS6s8txBplmzjFnWkI5tCgqOEdQbMFaXJ4w8qYj1ujzEulDsr3NzLV9bMrUjCmAPviYSe-A5JJu7y-Y-E-V6aBET9t-AGMwb2cL7nB-kmuUxFqVLM-egsnF76M2hwweILPc53Ng,
【#失智資源】#新北市 #失智友善組織 #失智友善天使,https://www.facebook.com/share/p/1Ddzh3WTKC/,,,
【#失智資源】#新北市 #平溪社區 #失智友善商店 #失智友善天使,https://www.facebook.com/share/p/19j3wCEn9p/,,,
【#失智資源】#新北市 #失智友善天使 #失智友善社區,https://www.facebook.com/share/p/14hj1gv1he/,,,
【#失智資源】#新北市 #失智守護站 #失智確診醫院,https://www.facebook.com/share/p/15fxiQnnm2/,,,
