搜尋TAG,標題,連結
失智症+照顧者,生活照護／失智者吵著「要回家」怎麼辦？溝通需掌握「三不」與「三意」,https://health.udn.com/health/story/10697/6258483
失智症+照顧者,社區照護有助延緩失智 醫師籲及早接受評估,https://health.udn.com/health/story/120650/6267938
失智症+照顧者,心靈雞湯／ 罹癌又要照顧失智母親！轉個念還是能走出長照煉獄,https://health.udn.com/health/story/121919/6233844
失智症+照顧者,7旬嬤常「看到鬼」多日不睡覺 醫師：失智症幻覺,https://health.udn.com/health/story/10695/6262686
失智症+照顧者,獨／癌症、身心障礙、精神疾患可吃抗病毒藥 最快本周公布,https://health.udn.com/health/story/120950/6252786
失智症+照顧者,照護資源╱失智症資源地圖 減輕照顧壓力,https://health.udn.com/health/story/121920/6251721
失智症+照顧者,【元氣一日課】讓你神經不再大條！專家教你活化腦部，預防腦退化從現在開始,https://health.udn.com/health/story/122644/6236762
失智症+照顧者,獨／年輕癌症或身心障礙可吃抗新冠病毒藥？指揮中心這樣說,https://health.udn.com/health/story/120950/6231489
失智症+照顧者,生活照護／失智了怎麼吃飯、穿衣？「食衣住行4大重點」照顧者要知道,https://health.udn.com/health/story/10697/6205373
失智症+照顧者,外出旅遊／掌握出遊要點，帶失智長輩出門旅遊不再是難事,https://health.udn.com/health/story/10697/6206633
失智症+照顧者,醫病平台／催生一座「有溫度的臺灣腦庫」：病友協會的呼聲與期盼,https://health.udn.com/health/story/6001/6208298
失智症+照顧者,最新期刊研究：午睡超過一小時 失智風險可能高4成,https://health.udn.com/health/story/10695/6217146
失智症+照顧者,好好治療巴金森 壽命與一般人無異,https://health.udn.com/health/story/122253/6191818
失智症+照顧者,及早進行吞嚥訓練 多運動是延緩巴金森病程的關鍵,https://health.udn.com/health/story/122253/6191819
失智症+照顧者,看遍無數老後照顧現場的體會！居服員楊嘉敏：50歲後該做好的3個心理準備,https://health.udn.com/health/story/10429/6178249
失智症+照顧者,財務問題／「我爸生病後，好愛錢！」老年醫學專家的診間觀察：真正愛計較，終究是錢？還是愛？,https://health.udn.com/health/story/10699/6173529
失智症+照顧者,照護選擇／避免弒親釀長照悲歌 醫師提供失智者照顧三支箭,https://health.udn.com/health/story/121919/6134601
失智症+照顧者,生活照護／失智者過年 注意作息別亂了套,https://health.udn.com/health/story/10697/6058067
失智症+照顧者,生活照護／與長者相處 努力傾聽有時比分享話語更重要,https://health.udn.com/health/story/10697/6068358
失智症+照顧者,預防大腦退化，堅持這4個生活習慣，遠離失智,https://health.udn.com/health/story/10696/6008422
失智症+照顧者,新冠重症、中風年長者吞嚥難易嗆咳 恐引發吸入性肺炎,https://health.udn.com/health/story/6631/5984921
失智症+照顧者,曾想「母親死了就好了」 單身大叔照顧80歲失智症母親：千萬不要一個人獨力承擔,https://health.udn.com/health/story/6631/5979488
失智症+照顧者,「如果我死了，你們會很高興吧？」當失智症醫師得了失智症 一針見血說出照顧者的兩難,https://health.udn.com/health/story/10844/5969459
失智症+照顧者,撐起長照的移工卻是無援孤島  誰來撐起移工？,https://health.udn.com/health/story/6631/5965009
失智症+照顧者,雙老家庭加失智浪潮…有你相伴的旅程，道盡失智家庭悲喜故事,https://health.udn.com/health/story/121919/5950782
失智症+照顧者,長路漫漫看不到盡頭，家庭照顧者體悟更深！心理師給疫情之下的人們這些建議,https://health.udn.com/health/story/5964/5918883
失智症+照顧者,醫病平台／「為什麼不使用長照服務？」 淺談失智症照顧者心理需求,https://health.udn.com/health/story/6001/5918330
失智症+照顧者,醫病平台／陽光下的陰影：失智症照顧者的身心壓力,https://health.udn.com/health/story/6001/5913104
失智症+照顧者,醫病平台／失智症與家庭暴力的壯烈：那些對醫療單位的過度理想期待,https://health.udn.com/health/story/6001/5902193
失智症+照顧者,臺中市超前部署 創設全臺首家年輕失智者據點,https://health.udn.com/health/story/121920/5902719
失智症+照顧者,預防方法／老年防憂鬱失智 做好身動、腦動、互動,https://health.udn.com/health/story/121934/5895647
失智症+照顧者,老年生活擺脫憂鬱失智！「三力、三空、三好」顧身心,https://health.udn.com/health/story/6631/5893910
失智症+照顧者,照護選擇／打破親力親為失智照顧迷思，別把自己逼到絕境,https://health.udn.com/health/story/121919/5892547
失智症+照顧者,巴金森病警訊／及早警覺憂鬱焦慮 不能忽略的巴金森病前兆,https://health.udn.com/health/story/122253/5886227
失智症+照顧者,失智照護／中市失智成果展 點亮愛連網心燈,https://health.udn.com/health/story/121922/5884008
失智症+照顧者,照護選擇／父母需要人照顧，該辭職的是我嗎？先考慮好「這3點」才不後悔,https://health.udn.com/health/story/121919/5868656
失智症+照顧者,財務問題／失智者如何保護財產？專家教「這3招」避免被騙財,https://health.udn.com/health/story/10699/5867125
失智症+照顧者,長輩碎碎念、重複説一樣的事，是失智還是老年憂鬱？,https://health.udn.com/health/story/10695/5852563
失智症+照顧者,不聽話=老番癲？ 家總提移工居家照顧絕招「5要3不」,https://health.udn.com/health/story/6631/5821320
失智症+照顧者,醫病平台／要不要插鼻胃管？從自主，看見晚美人生的藍圖,https://health.udn.com/health/story/6001/5799201
失智症+照顧者,輔具資源／長輩怕跌倒？走路沒力？行動輔具「這樣選」才安全安心,https://health.udn.com/health/story/121920/5800373
失智症+照顧者,醫病平台／多數高齡者不希望以醫療科技維持生命！尊重生命末期照護選擇是份愛的禮物,https://health.udn.com/health/story/6001/5793825
失智症+照顧者,失智老人基金會23周年 籲疫後加速診斷失智症,https://health.udn.com/health/story/121920/5784255
失智症+照顧者,行為3大改變恐患失智症 神經內科醫授日常健腦守則,https://health.udn.com/health/story/10695/5771331
失智症+照顧者,延緩退化／5招巴金森病居家運動操 訓練肌力延緩手腳顫抖,https://health.udn.com/health/story/122253/5765159
失智症+照顧者,身心障礙失智者85%住在家　改善三大跌倒地雷區,https://health.udn.com/health/story/120650/5762654
失智症+照顧者,明天，一起為失智症家庭祝福,https://health.udn.com/health/story/120650/5754846
失智症+照顧者,初臨失智／長輩失智症狀嚴重嗎？6原則，教你如何長期追蹤、判斷嚴重度,https://health.udn.com/health/story/10697/5754217
失智症+照顧者,走失問題／多重策略預防走失，讓回家的路不再遙遠！,https://health.udn.com/health/story/10699/5744293
失智症+照顧者,生活照護／失智長輩白天嗜睡夜間躁動，如何改善睡眠障礙？,https://health.udn.com/health/story/10697/5725265
失智症+照顧者,失智照護／看見失智者的可能 照顧者的經驗甘苦談,https://health.udn.com/health/story/121922/5726153
失智症+照顧者,失蹤老人協尋中心20周年／愛的手鍊再升級 幫他找到回家的路,https://health.udn.com/health/story/6631/5704083
失智症+照顧者,照護選擇／該送失智父母到安養機構嗎？評估重點一次認識,https://health.udn.com/health/story/121919/5704321
失智症+照顧者,飲食照護／失智症患者吞嚥困難，該選擇鼻胃管還是胃造口？,https://health.udn.com/health/story/120650/5701984
失智症+照顧者,鄧世雄：疫情讓失智症與家屬的壓力更大,https://health.udn.com/health/story/120650/5703644
失智症+照顧者,失智症患者吃不下怎麼辦？ 臺大醫教5招照顧技巧,https://health.udn.com/health/story/120650/5681851
失智症+照顧者,慢病主題館【腦中風】中風病人吃東西總是嗆咳？3大原則改善吞嚥障礙,https://health.udn.com/health/story/124040/5682507
失智症+照顧者,陳景寧／別讓疫情壓垮家庭照顧者,https://health.udn.com/health/story/7421/5676022
失智症+照顧者,失智據點／據點重啟服務 為配合防疫措施將面臨什麼挑戰？,https://health.udn.com/health/story/121920/5660298
失智症+照顧者,失智據點重啟／失智母關在浴室生悶氣 女兒心疼曝原因,https://health.udn.com/health/story/6631/5641521
失智症+照顧者,失智警訊／年輕人容易重聽？聽力受損未矯正，小心大腦退化快！保護聽力避免3種NG行為,https://health.udn.com/health/story/10696/5618933
失智症+照顧者,失智警訊／疫情下沒運動，變胖了嗎？當心肥胖加速腦部退化，把握「3核心」預防失智症,https://health.udn.com/health/story/10696/5618877
失智症+照顧者,共照中心／醫療照護諮詢、轉介與追蹤 失智共照中心提供找得到的資源,https://health.udn.com/health/story/121920/5611755
失智症+照顧者,活動安排／日照中心、關懷據點 逾半照顧者盼解封,https://health.udn.com/health/story/121919/5599560
失智症+照顧者,快崩潰 2.4萬家庭喊日照解封,https://health.udn.com/health/story/120952/5597117
失智症+照顧者,1人1信給總統 照顧團體求解封,https://health.udn.com/health/story/6631/5593031
失智症+照顧者,日照據點解封下周討論 照顧者怒了：現在才討論太慢,https://health.udn.com/health/story/6631/5592737
失智症+照顧者,日照據點恢復遙遙無期？ 陳時中：7月14日討論放寬,https://health.udn.com/health/story/120952/5592414
失智症+照顧者,照顧者快撐不住盼日照微解封 指揮中心下午2時記者會,https://health.udn.com/health/story/120952/5591714
失智症+照顧者,非藥物治療／失智症音樂治療2效果，幫助緩和患者情緒、延緩退化,https://health.udn.com/health/story/121934/5549983
失智症+照顧者,生活照護／家有失智症患者，該如何佈置？掌握4要點，輕鬆打造失智友善居住環境,https://health.udn.com/health/story/10697/5549966
失智症+照顧者,照護資源／失智症照顧資源有哪些？專家教你如何善用資源，減輕負擔,https://health.udn.com/health/story/121920/5549935
失智症+照顧者,良好作息預防中風 有助避免失智,https://health.udn.com/health/story/10696/5532311
失智症+照顧者,失智症治療重點、照護資源，醫師圖文解說,https://health.udn.com/health/story/10695/5519714
失智症+照顧者,身心紓壓／失智者無處托顧 全家活在壓力悶燒鍋,https://health.udn.com/health/story/121919/5516268
失智症+照顧者,胡朝榮／失智症普篩 提早醫療介入有助預防,https://health.udn.com/health/story/7421/5513899
失智症+照顧者,「失智者居家照護指南」協助照顧失智家人！ 眾多線上資源，讓失智者防疫在家不無聊,https://health.udn.com/health/story/120952/5494694
失智症+照顧者,失智長者不戴口罩被罰  長照司建議隨身帶診斷証明,https://health.udn.com/health/story/6631/5486666
失智症+照顧者,好評推薦／《失智這回事》失智預防、延緩線上節目開播！,https://health.udn.com/health/story/121922/5484658
失智症+照顧者,來得快又急的「譫妄」，症狀有哪些？該如何預防？,https://health.udn.com/health/story/10695/5484595
失智症+照顧者,日照中心關閉影響大！ 照顧者長照、工作兩頭燒 期盼照顧假,https://health.udn.com/health/story/6631/5464409
失智症+照顧者,非藥物治療／睡不好影響腦部血液循環…2招有助遠離失智,https://health.udn.com/health/story/122288/5462703
失智症+照顧者,醫病平台／記憶力一點一點的被拿走，裸露出你原本的樣！失智可以是病也不算是病,https://health.udn.com/health/story/6001/5455634
失智症+照顧者,林舜穀／照顧者負荷過重 中醫有助減輕緊繃的心情,https://health.udn.com/health/story/121923/5454382
失智症+照顧者,醫病平台／失智症的家人與醫病互動——回應「陪父母做失智檢查，心情好複雜？」,https://health.udn.com/health/story/6001/5450051
失智症+照顧者,醫病平台／陪父母做失智檢查，心情好複雜？,https://health.udn.com/health/story/6001/5443340
失智症+照顧者,遵循「333」原則！運動復能 延緩失智最有效,https://health.udn.com/health/story/10696/5433851
失智症+照顧者,輔具大展／運動復能逆轉輕度認知障礙  怎麼作有效？,https://health.udn.com/health/story/8118/5430832
失智症+照顧者,專業觀點／壓力症候群 照顧者應尋求協助,https://health.udn.com/health/story/6001/5423446
失智症+照顧者,臨終照護／用感官的接觸和活動陪臨終的失智者走到最後,https://health.udn.com/health/story/120650/5417521
失智症+照顧者,確診帕金森氏症，治療卻不同步！夫妻走向不同命運,https://health.udn.com/health/story/5965/5414865
失智症+照顧者,預防方法／更年期症狀有哪些？醫師教你4步驟，改善更年期不適,https://health.udn.com/health/story/121934/5407072
失智症+照顧者,坣娜伴失智母11年靠瑜珈紓壓 家總樂活網顧照顧者健康,https://health.udn.com/health/story/5999/5406351
失智症+照顧者,照護選擇／照顧失智母想輕生 靠互助家庭伸援,https://health.udn.com/health/story/121919/5402192
失智症+照顧者,好評推薦／電影父親：記憶如此鮮明 我卻認不得你,https://health.udn.com/health/story/121922/5397987
失智症+照顧者,失智故事／失智父親表達愛意的方式是將零食緊抱懷裡留給家人...,https://health.udn.com/health/story/121919/5382380
失智症+照顧者,飲食預防／不用就會喪失！專家教你一事訓練味覺防大腦老化,https://health.udn.com/health/story/122253/5336754
失智症+照顧者,巴金森主題／「你這麼好的人，怎會得這種病！」…若你遇見「巴金森氏症」，這些話別說！,https://health.udn.com/health/story/122253/5321497
失智症+照顧者,記性差、性格變、容易受騙！醫師圖文解說失智症警訊,https://health.udn.com/health/story/10695/5318426
失智症+照顧者,每天洗澡反而不利健康？ 專家說法顛覆你的觀念,https://health.udn.com/health/story/6008/5300109
失智症+照顧者,非藥物治療／延緩退化 音樂會也是藥方,https://health.udn.com/health/story/121934/5318004
失智症+照顧者,非藥物治療／社交處方箋 台博館將出參考書幫忙治失智,https://health.udn.com/health/story/121934/5317997
失智症+照顧者,醫病平台／生死自在——談預立醫療決定,https://health.udn.com/health/story/6001/5312815
失智症+照顧者,失智據點／63歲丈夫失智遭3據點退貨 民間單位建言盼接地氣,https://health.udn.com/health/story/121920/5291916
失智症+照顧者,中年喪子又罹帕金森氏症！她靠作畫忘卻苦痛，只為留下「留不下」的人,https://health.udn.com/health/story/10429/5279231
失智症+照顧者,身心紓壓／召開家庭協議 聽見失智照顧者的需求,https://health.udn.com/health/story/122289/5261593
失智症+照顧者,失智課程／善用3平台 當個聰明照顧者,https://health.udn.com/health/story/121920/5261591
失智症+照顧者,初臨失智／兵荒馬亂新手照護期 最需要知識分享,https://health.udn.com/health/story/10697/5261590
失智症+照顧者,健忘、走路不穩恐非正常老化！ 留意失智症警訊免惡化,https://health.udn.com/health/story/5965/5261396
失智症+照顧者,春節家暴請打113通報 也可諮詢或通報性騷性侵,https://health.udn.com/health/story/5999/5249862
失智症+照顧者,飲食照護／春節陪失智長輩用餐 慎選食物+耐心,https://health.udn.com/health/story/120650/5245096
失智症+照顧者,失智故事／在艱困中安慰與陪伴， 讓疲累的照顧者重新站立,https://health.udn.com/health/story/121919/5224562
失智症+照顧者,失智故事／照護失智雙親， 深信被愛的感覺不會遺忘,https://health.udn.com/health/story/121919/5224561
失智症+照顧者,外籍看護進不來！被照顧者申請長照2.0、機構入住增,https://health.udn.com/health/story/6631/5225042
失智症+照顧者,葉北辰／「幾點了？我吃飯了沒？」失智者跳針問話 溝通有3招,https://health.udn.com/health/story/122289/5189509
失智症+照顧者,心靈雞湯／需要幫助的，不是只有患者而已,https://health.udn.com/health/story/121919/5182840
失智症+照顧者,鍾孟修／3技巧+3密碼 助長輩開心動起來,https://health.udn.com/health/story/121923/5178224
失智症+照顧者,走失問題／如何減少遊走症狀發生,https://health.udn.com/health/story/10699/2223041
失智症+照顧者,精神行為／長輩見鬼？該看醫師而非法師,https://health.udn.com/health/story/10697/4431703
失智症+照顧者,生活照護／失智照護應進階訓練 實作認證,https://health.udn.com/health/story/10697/3581630
失智症+照顧者,預防方法／談如何活得更聰明  多動腦多運動延緩老年失智症,https://health.udn.com/health/story/10696/4091231
失智症+照顧者,溝通技巧／高齡門診最愛問：失智症者跳針問話 溝通有3招,https://health.udn.com/health/story/122289/5122712
失智症+照顧者,爸媽性格大變 張小燕拍攝《愛記》提醒留心失智前兆,https://health.udn.com/health/story/5965/5105668
失智症+照顧者,林冠宏／個性突變化、扣錯鈕扣 小心是失智症警訊,https://health.udn.com/health/story/121923/5085508
失智症+照顧者,簡均穎／若遇到家人有失智症者妄想 該怎處理？ 別急著先用藥！,https://health.udn.com/health/story/121923/5086303
失智症+照顧者,精神行為／陰雨日照少、失智易激躁 醫師建議照顧者這些雨天備案,https://health.udn.com/health/story/10697/5083068
失智症+照顧者,精神行為／陰雨綿綿 失智者更需正常社交作息,https://health.udn.com/health/story/10697/5079191
失智症+照顧者,家庭照顧者壓力大 社工師籲多愛自己一些,https://health.udn.com/health/story/6631/5076047
失智症+照顧者,照顧90歲失智丈夫心累 奇美醫讓78歲的她喘口氣,https://health.udn.com/health/story/6631/5075591
失智症+照顧者,好評推薦／失智者真實故事改編、謝金燕暖心配音,https://health.udn.com/health/story/121922/5056746
失智症+照顧者,自己行動不便，帶86歲失智母遊歐100日！遲慧芳：說走就走，人生會改變,https://health.udn.com/health/story/10429/5051865
失智症+照顧者,失智故事／為失智媽媽創業 科技人讓愛延續,https://health.udn.com/health/story/121919/5049672
失智症+照顧者,「我老了之後，一定把自己送進安養中心！」于美人中年後的人生體悟：沒有愛的孝順，只是枷鎖而已,https://health.udn.com/health/story/10429/5039105
失智症+照顧者,醫病平台／長期照顧2.0   讓失能者有所安,https://health.udn.com/health/story/6001/5029805
失智症+照顧者,24歲孫女獨自照顧失智嬤  笑談與老室友相處訣竅,https://health.udn.com/health/story/6631/5024687
失智症+照顧者,失智友善／臺北市失智友善 12區12個失智症資源特色,https://health.udn.com/health/story/121922/5012721
失智症+照顧者,失智友善／暖心臺北 友善共好 市民當失智友善天使,https://health.udn.com/health/story/121922/5012664
失智症+照顧者,醫奉30／唐氏症兒讓他感同身受！其他牙醫「懼收」的特殊族群，黃明裕都看,https://health.udn.com/health/story/6001/4983568
失智症+照顧者,超過半數人以為失智症是正常老化 你也有錯誤觀念嗎？,https://health.udn.com/health/story/5965/4976071
失智症+照顧者,放棄無效醫療，讓病人走得安心！黃勝堅：唯有認識死亡才懂得如何善終,https://health.udn.com/health/story/6631/4973592
失智症+照顧者,【免費報名】udn x WaCare失智照護線上課程,https://health.udn.com/health/story/122289/4969542
失智症+照顧者,失智友善／國際失智症月「德曼莎計畫」 共創台灣失智友善環境,https://health.udn.com/health/story/121922/4951724
失智症+照顧者,母親臨走前去旅行他不能諒解、事後卻氣自己 暖醫：有時，需要被救的是「家屬」,https://health.udn.com/health/story/6005/4942264
失智症+照顧者,面對失智症 如何去做一個更聰明更健康的老人,https://health.udn.com/health/story/5965/4934932
失智症+照顧者,失智據點／讓失智者得照顧、照顧者得喘息 竹市打造失智照顧圈,https://health.udn.com/health/story/121920/4933061
失智症+照顧者,唐從聖／不一樣的唐從聖 搭公車少熬夜 只交能體恤的朋友,https://health.udn.com/health/story/121923/4906042
失智症+照顧者,醫病平台／ 面臨生死關卡  家屬的萬般艱難仰賴醫療端的用心與智慧來紓解,https://health.udn.com/health/story/6001/4907444
失智症+照顧者,失智友善／都會區是友善慢老好厝所 臺北市失智照護網絡服務,https://health.udn.com/health/story/121922/4909399
失智症+照顧者,失智故事／行動藝術家湯皇珍  把失智照護變奇幻旅程,https://health.udn.com/health/story/121919/4905586
失智症+照顧者,延緩退化／認知刺激延緩病情 79歲美枝阿姨 「沒時間」失智,https://health.udn.com/health/story/10697/4905584
失智症+照顧者,唐從聖／照顧失智父母逾10年 唐從聖學到三堂課,https://health.udn.com/health/story/121923/4906274
失智症+照顧者,生活照護／照顧失智長者 注意生活起居5面向,https://health.udn.com/health/story/10697/4883424
失智症+照顧者,失智人權／照護網整合 北市打造失智人權城市,https://health.udn.com/health/story/121922/4878315
失智症+照顧者,失智友善／臺北市失智友善：12區12個失智症資源特色,https://health.udn.com/health/story/121922/4865024
失智症+照顧者,失智友善／友善失智 新北治療師進偏鄉,https://health.udn.com/health/story/121922/4863326
失智症+照顧者,50+娛樂！下午就開的酒吧，「頂級世代」進場搖滾,https://health.udn.com/health/story/120708/4846032
失智症+照顧者,「為什麼都是我在顧？」婆婆住院媳沒照顧遭指責！長輩照顧該如何協調？,https://health.udn.com/health/story/6631/4850086
失智症+照顧者,安寧病房、安寧共照、居家安寧有什麼不同？專家解析你必須知道的6個問題,https://health.udn.com/health/story/6005/4834179
失智症+照顧者,長輩門診最愛問：這也痛、那裡痛，卻找不到病因  當心是憂鬱！,https://health.udn.com/health/story/120705/4836528
失智症+照顧者,年長腦部易萎縮 醫籲運動充足睡眠不吃NG食物來凍齡,https://health.udn.com/health/story/5965/4825905
失智症+照顧者,身心紓壓／失智難治癒醫師提7點檢測 照護漫長吃六大紓壓食物,https://health.udn.com/health/story/121919/4822709
失智症+照顧者,老化讓食物容易跑錯地方 吸入性肺炎死亡率高達5成,https://health.udn.com/health/story/6631/4817974
失智症+照顧者,生活照護／失智者多疑 照顧宜「順勢而為」,https://health.udn.com/health/story/10697/4802781
失智症+照顧者,音樂治療／唱出爸爸回憶的歌，用陪伴開啟長者復健之路,https://health.udn.com/health/story/121934/4793698
失智症+照顧者,巫瑩慧／讓失智社區服務據點持續發揮照顧與支持的能量,https://health.udn.com/health/story/121923/4639163
失智症+照顧者,疫情問題／全球失智症協會 持續在疫情中努力,https://health.udn.com/health/story/10699/4639284
失智症+照顧者,爬個樓梯就覺得累 長者宅在家當心衰弱症上身,https://health.udn.com/health/story/6039/4751439
失智症+照顧者,失智症新手照顧難題 聯合報與WaCare四堂線上課程解惑,https://health.udn.com/health/story/5692/4741240
失智症+照顧者,心靈雞湯／媽媽的離世 是一份無可取代的禮物,https://health.udn.com/health/story/121919/4709516
失智症+照顧者,夏日防疫 長者口罩戴不住怎辦？,https://health.udn.com/health/story/120952/4690475
失智症+照顧者,開口大聲唱歌 訓練你的吞嚥力,https://health.udn.com/health/story/120705/4677757
失智症+照顧者,失智症的10大警訊！與失智症拔河該學的一門課,https://health.udn.com/health/story/120705/4677915
失智症+照顧者,「長照防疫最想問」新竹首發 王宗曦：抗疫從顧好長輩開始,https://health.udn.com/health/story/120952/4674940
失智症+照顧者,搞不懂長照防疫？新竹市發表首本QA工具書 邀21名專家解惑,https://health.udn.com/health/story/121019/4638481
失智症+照顧者,你是健忘還是早期失智？「失智症篩檢量表」測測看,https://health.udn.com/health/story/120705/4496102
失智症+照顧者,揮人巴掌、開黃腔…恐是失智症,https://health.udn.com/health/story/10695/4611351
失智症+照顧者,首本民眾版工具書 55個QA幫你搞懂長照防疫,https://health.udn.com/health/story/6631/4606801
失智症+照顧者,口不擇言、開黃腔、摸人屁 ─ 注意！可能是初期失智,https://health.udn.com/health/story/120705/4590856
失智症+照顧者,年輕失智比老年人更嚴重 「知覺統合治療」扶家人一把,https://health.udn.com/health/story/120705/4574923
失智症+照顧者,銀髮族缺牙 植牙假牙怎選擇？,https://health.udn.com/health/story/5968/4570488
失智症+照顧者,吳佳璇／尋找照護的靈魂,https://health.udn.com/health/story/10844/4568880
失智症+照顧者,2020長智論壇揭幕／長照家庭避免失和 線上開啟對話,https://health.udn.com/health/story/6631/4564491
失智症+照顧者,陳屏如／一株開啟記憶鑰匙的菜苗 讓失智者拂去孤單與寂寞,https://health.udn.com/health/story/121923/4560160
失智症+照顧者,疫區手記／當我忘了你…疫情下的失智老人們,https://health.udn.com/health/story/120953/4559813
失智症+照顧者,我們都有病：媽媽妳是最美的光頭、你的爺爺不是你的爺爺,https://health.udn.com/health/story/120705/4541413
失智症+照顧者,長輩堅持不看精神科，怎麼辦？醫師提6訣竅,https://health.udn.com/health/story/120705/4543166
失智症+照顧者,「一場沒有勝利者的戰爭」張曼娟：這一刻我瓦解了,https://health.udn.com/health/story/120705/4523937
失智症+照顧者,哈佛醫給失智妻的情書「她認我是陌生人，要我滾」,https://health.udn.com/health/story/120705/4490672
失智症+照顧者,巫瑩慧／疫情升溫!各國在新冠肺炎的失智防疫重點,https://health.udn.com/health/story/121923/4496754
失智症+照顧者,補償金申請懶人包／受隔離、檢疫者和照顧者，補償金申請詳細辦法,https://health.udn.com/health/story/121019/4447811
失智症+照顧者,伴失智母三遷 他造玻璃屋陪9旬母「童言童語」,https://health.udn.com/health/story/120705/4431338
失智症+照顧者,失智據點／板橋榮家失智專區 打造熟悉的家,https://health.udn.com/health/story/121920/4370513
失智症+照顧者,謝敏蘭／7個巧思 失智者在家防疫不悶,https://health.udn.com/health/story/121923/4361676
失智症+照顧者,我記憶很好！自稱記憶好的長輩 可能已患失智症,https://health.udn.com/health/story/10695/4363425
失智症+照顧者,照顧父母誰之責？媳婦「重擔一肩扛，想人生重來」,https://health.udn.com/health/story/120705/4345320
失智症+照顧者,陳亮恭／失智照顧 穩定情緒是關鍵,https://health.udn.com/health/story/8250/4297212
失智症+照顧者,甜蜜的負擔 致照顧者 那個我最親愛的陌生人,https://health.udn.com/health/story/120705/4294653
失智症+照顧者,我要回家！失智者令人心痛的渴望,https://health.udn.com/health/story/120705/4284929
失智症+照顧者,安養機構圍爐年味不減 回家需評估失智者認知與行動力,https://health.udn.com/health/story/6631/4282040
失智症+照顧者,腦部健檢／自爆有巴金森基因 張善政：精準醫療預防疾病,https://health.udn.com/health/story/122253/4223168
失智症+延緩退化,2024失智永續論壇新診斷、新治療、新曙光 台灣邁入失智症照護元年,https://health.udn.com/health/story/121922/8408987
失智症+延緩退化,2024失智永續論壇／陳筠靜：每一個家庭都應該提早準備,https://health.udn.com/health/story/121922/8402898
失智症+延緩退化,2024失智永續論壇／王培寧：新藥治療18個月延緩退化5個月,https://health.udn.com/health/story/121922/8402879
失智症+延緩退化,2024失智永續論壇／曾清芳：我是失智症者也是照顧者,https://health.udn.com/health/story/121922/8402821
失智症+延緩退化,「健腦小測驗」快速評估你的大腦健康 幫助延緩認知退化、預防失智症,https://health.udn.com/health/story/123539/7315476
失智症+延緩退化,失智症早發現早治療 可延緩退化5至8年,https://health.udn.com/health/story/121923/8329995
失智症+延緩退化,有助增強記憶力維持元氣好生活 中醫教你按壓4穴位、練八段錦,https://health.udn.com/health/story/6035/8306925
失智症+延緩退化,【Podcast】Ep5. 新北市失智友善民眾最有感，從城市到鄉村，從山區到海邊，都能照顧陪伴你,https://health.udn.com/health/story/123902/7900068
失智症+延緩退化,地方名人堂【台中市】代謝症候群收案率全台第一 曾梓展：盼中央提高民眾參與各項篩檢誘因,https://health.udn.com/health/story/124045/7593705
失智症+延緩退化,2023國際失智照護論壇系列報導／了解失智症 輕度認知障礙有機會逆轉,https://health.udn.com/health/story/121923/7548786
失智症+延緩退化,憂鬱、失眠、自行停藥 巴金森病困擾多 新書《巴金森病88問》助全台巴友家庭,https://health.udn.com/health/story/122253/7543052
失智症+延緩退化,失智者食不下嚥，該不該插鼻胃管？專家：不是裝上後就無法拿,https://health.udn.com/health/story/10697/7473635
失智症+延緩退化,動作變慢又幻覺…腦退化疾病分不清？失智症VS.巴金森病差異一次懂,https://health.udn.com/health/story/122253/7471180
失智症+延緩退化,不只是治療，理解與接納才是與失智和平共處的方法,https://health.udn.com/health/story/121934/7293616
失智症+延緩退化,阿茲海默症新藥「Leqembi」獲美FDA核准！新藥真能延緩退化？有哪些副作用？,https://health.udn.com/health/story/5999/7284858
失智症+延緩退化,10分之1長者有「這問題」，嚴重會引起吸入性肺炎！照護與治療重點報你知！,https://health.udn.com/health/story/5969/7156184
失智症+延緩退化,世界巴金森日／巴金森病規律用藥 延緩退化,https://health.udn.com/health/story/5965/7089171
失智症+延緩退化,藥效變短、憂鬱又失眠，有解嗎？巴金森病治療問題全攻略,https://health.udn.com/health/story/122253/7016595
失智症+延緩退化,精彩回顧 ／【省力照顧特輯】照顧生活好疲憊？學會善用輔具，讓你照護更省力,https://health.udn.com/health/story/8118/6903782
失智症+延緩退化,對哪些人最有效？關於阿茲海默症新藥Lecanemab該知道的事,https://health.udn.com/health/story/10696/6899392
失智症+延緩退化,精彩回顧 ／【失智春節照顧攻略】照顧者必看！過年4大照護困擾一次解決,https://health.udn.com/health/story/8118/6871002
失智症+延緩退化,讓大腦慢一點老！營養師揭「日常6關鍵」 提早開始做有助延緩失智,https://health.udn.com/health/story/5965/6799523
失智症+延緩退化,失智症只能預防和延緩 專家曝最能降低患病風險的3大類活動,https://health.udn.com/health/story/10696/6799434
失智症+延緩退化,他看過9萬人腸鏡，發現這種腸道「最漂亮」！腸道健康、預防失智都靠這習慣,https://health.udn.com/health/story/6033/6744877
失智症+延緩退化,失智者在意「尊嚴」？維持日常行為、照顧者配合演出延緩退化,https://health.udn.com/health/story/10697/6731065
失智症+延緩退化,不是只有上了年紀才會失智！ 「極早期失智症篩檢量表」8題中2題建議檢查,https://health.udn.com/health/story/10696/6713829
失智症+延緩退化,是健忘還是大腦開始退化？小心年輕型失智症,https://health.udn.com/health/story/10695/6368249
