Title,Link,內文,Type,來源為報系
影／高齡駕駛換照認知檢測 可提早發現失智做預防治療,https://health.udn.com/health/story/5965/5213044,,,
這些病都跟久坐有關！身體「1特徵」罹病機率爆增,https://health.udn.com/health/story/6008/5199977,,,
預防方法／談如何活得更聰明  多動腦多運動延緩老年失智症,https://health.udn.com/health/story/10696/4091231,,,
長輩誤食暖暖包 失智協會籲經濟部禁白包裝加大字警語,https://health.udn.com/health/story/6631/5172849,,,
聽得到兒子說話，卻聽不到女兒說話...原來是隱藏的失智徵兆,https://health.udn.com/health/story/10695/5138773,,,
阿茲海默症惡化幫凶  中研院揪出關鍵蛋白質,https://health.udn.com/health/story/5965/5047889,,,
有助突破治療 中研院研究首發現阿茲海默症惡化兇手,https://health.udn.com/health/story/5965/5047708,,,
「我意志消沉，智力減退，是要失智了嗎」精神科醫師給答案,https://health.udn.com/health/story/5964/5034485,,,
醫病平台／長期照顧2.0   讓失能者有所安,https://health.udn.com/health/story/6001/5029805,,,
AI可偵測 步距小於0.6公尺 恐有失智風險,https://health.udn.com/health/story/5965/5028852,,,
每秒步伐小於60公分恐失智 AI找出24處異常提早揪失智,https://health.udn.com/health/story/5965/5028392,,,
逆轉老人失智？教授告訴你「阿茲海默的終結」可信嗎,https://health.udn.com/health/story/6008/5016331,,,
懶得動就容易失智！  60歲後衰退快，不同狀態銀髮族該怎麼動？,https://health.udn.com/health/story/5965/4996957,,,
大腦健康／大腦退化恐增加失智風險？專家提醒：大腦凍齡，3行動很重要,https://health.udn.com/health/story/10696/4984198,,,
失智症會遺傳嗎？ 6症狀都非正常老化，神經內科醫師告訴你如何預防,https://health.udn.com/health/story/5965/4960967,,,
高齡門診最愛問：控制三高，長照風險少一半,https://health.udn.com/health/story/6631/4913486,,,
面對失智症 如何去做一個更聰明更健康的老人,https://health.udn.com/health/story/5965/4934932,,,
50歲以上平時不動 十招「+10行動」讓腦部凍齡,https://health.udn.com/health/story/6033/4931860,,,
中年固本！每天3次健口操，練好咀嚼肌還能防失智,https://health.udn.com/health/story/120705/4831371,,,
大腦健康／不讓大腦提早老化 預防失智症飲食與睡眠是2大補帖,https://health.udn.com/health/story/10696/4835227,,,
老人長壽從「口」開始 醫推「健口操」促牙口健康,https://health.udn.com/health/story/6631/4826760,,,
年長腦部易萎縮 醫籲運動充足睡眠不吃NG食物來凍齡,https://health.udn.com/health/story/5965/4825905,,,
老人被騙都是失智惹的禍？專家：「走不出去」才是真正禍首！,https://health.udn.com/health/story/120708/4783209,,,
阿茲海默症可防，這19條建議請細讀！,https://health.udn.com/health/story/5965/4779277,,,
思覺失調／首台國產腦部MRI 解析度大躍進,https://health.udn.com/health/story/122418/4753270,,,
相信理專 5年被騙走2億元 誤信話術「連棺材本都賠下去」,https://health.udn.com/health/story/120708/4746910,,,
這件事多做幾下，腦部血循暢通，失智症不上身,https://health.udn.com/health/story/5965/4701278,,,
中醫入長照／長者練五禽戲 一周脫掉護腰,https://health.udn.com/health/story/6631/4681049,,,
中醫入長照 長者五禽戲做一周脫護腰,https://health.udn.com/health/story/6631/4679946,,,
家中長輩健康出現警訊？國際最新8項評估報您知，若有任1項異常需尋求醫師做進一步評估！,https://health.udn.com/health/story/6008/4648427,,,
記憶斷片檢查腦部萎縮近三分之一 老翁存「腦本」沒失智,https://health.udn.com/health/story/5965/4641191,,,
空氣污染會導致阿茲海默症？看看墨西哥城的悲劇,https://health.udn.com/health/story/5965/4628909,,,
長輩避疫不出門 認知功能恐變差,https://health.udn.com/health/story/120952/4531273,,,
愛吃這種口味的人小心！吃久了這二種功能會變差,https://health.udn.com/health/story/5965/4516526,,,
失智、憂鬱傻傻分不清楚？  這些警訊症狀要注意,https://health.udn.com/health/story/5964/4499600,,,
失智也有保險養護費？搞清長照險、失能險、特定傷病險差別大,https://health.udn.com/health/story/120703/4466283,,,
身體脂肪最多的器官竟是「大腦」！醫師教你吃8類食物防失智，阻毒素傷腦,https://health.udn.com/health/story/6037/4456209,,,
失智者的家 9個細節別忽略 光線、舊物不能少,https://health.udn.com/health/story/120705/4431553,,,
預存腦本第一步！「防失智」也要護眼保耳力,https://health.udn.com/health/story/120705/4412963,,,
「把記憶譜成曲！」聽首歌吧，大腦起舞緩失智,https://health.udn.com/health/story/120705/4388507,,,
醫病平台／談《病主法》：我們能對生命坦然到何種程度？,https://health.udn.com/health/story/6001/4387792,,,
幾歲算「年輕老」？想預防老年病症，要趁「年輕老」,https://health.udn.com/health/story/120705/4356014,,,
起床後腰痠背痛不只是姿勢問題…「睡眠缺氧」恐引發這二種病,https://health.udn.com/health/story/6008/4335673,,,
甄瑞興／別老問「你知道我是誰嗎」家有失智者，如何過好年？,https://health.udn.com/health/story/121923/4301399,,,
「睡眠障礙」可能是失智症的危險因子,https://health.udn.com/health/story/120705/4284915,,,
身體好壞怎麼判斷？專家教你這招檢測自己是否還健康,https://health.udn.com/health/story/6033/4272836,,,
2024失智永續論壇／王培寧：新藥治療18個月延緩退化5個月,https://health.udn.com/health/story/121922/8402879,,,
中年抗衰老10策略！早餐吃顆蛋、不要常和另一半吵架都有助提升記憶力！,https://health.udn.com/health/story/6039/8398392,,,
不良飲食與失智息息相關 研究揭每天吃一物可降12%患病風險,https://health.udn.com/health/story/10696/8365385,,,
元氣網照護百科AI討論區 24小時即時解惑照護大小事,https://health.udn.com/health/story/7732/7986469,,,
讓大腦變年輕 逆齡料理吃出記憶力,https://health.udn.com/health/story/122930/7977030,,,
老年人健腦宜多接觸音樂！研究：多唱歌、彈樂器可防失智,https://health.udn.com/health/story/10696/7815873,,,
研究指更年期女性「這時間」熱潮紅 罹患阿茲海默症風險較高,https://health.udn.com/health/story/5966/7478529,,,
腦中風引發失能危機不分族群「這」黃金治療期不可錯過,https://health.udn.com/health/story/5965/7310944,,,
4個跡象顯示你的大腦比你實際年齡還老！8招逆轉大腦老化,https://health.udn.com/health/story/6008/6985421,,,
養腦、補腦多吃這15種食材 營養師：多一動作更助增強記憶力,https://health.udn.com/health/story/6037/6669433,,,
腦部退化跟飲食有關？專家：地中海飲食、得舒飲食、麥得飲食，有益大腦健康,https://health.udn.com/health/story/5965/6575912,,,
資料量最大健康網站 元氣網全新改版4大特色,https://health.udn.com/health/story/5999/6502277,,,
吳佳璇／重建有意義的人際連結,https://health.udn.com/health/story/10844/6480822,,,
中年體能決定老年是否大腦健康？專家揭2者間關聯,https://health.udn.com/health/story/6033/6214649,,,
睡得好就能減少慢性發炎風險 醫揭為何睡眠對大腦健康如此重要,https://health.udn.com/health/story/5965/6074052,,,
有害物質40歲就開始累積 台大醫教777保健法延緩腦齡退化防失智,https://health.udn.com/health/story/5965/6063266,,,
促進大腦健康怎麼吃？4類食物助抗發炎、防腦老化,https://health.udn.com/health/story/5965/5941617,,,
健康長壽論壇／長輩和你想的不一樣 竟與陌生人最親密,https://health.udn.com/health/story/6631/5888032,,,
50歲後逐漸退化 營養師：7食材助大腦延緩衰老7.5年,https://health.udn.com/health/story/6037/5827467,,,
中年長期感到孤獨 患阿茲海默機率增加,https://health.udn.com/health/story/10695/5349334,,,
預防方法／68歲阿嬤戰勝失智，環遊世界！不想老了認知衰退，請改掉11個習慣,https://health.udn.com/health/story/10696/4131489,,,
預防失智症，從飲食著手！專家教你這樣吃效果好,https://health.udn.com/health/story/10696/4924687,,,
大腦健康／失智症不是退化，可預防！中西醫大推這3招，「醒腦」超有效,https://health.udn.com/health/story/10696/4897734,,,
大腦健康／研究：四成失智症 可以預防延緩,https://health.udn.com/health/story/10696/4835614,,,
預防方法／發炎失智大腦都是自己養出來的！日本醫學教授公開10大NG生活習慣，你中了幾個？,https://health.udn.com/health/story/10696/4615342,,,
失智風險與飲食相關 常吃這類食物的人是高危險群！,https://health.udn.com/health/story/10696/4549576,,,
預防方法／去咖啡廳你會點冷的還熱的？日本失智症名醫：5個導致失智的生活習慣，你也中了嗎？,https://health.udn.com/health/story/10696/4532085,,,
含酮飲食活化大腦 避免失智症產生,https://health.udn.com/health/story/10696/4439528,,,
財務問題／哥哥失智了，竟還有人去安養中心找他買房？律師2建議保財產,https://health.udn.com/health/story/10699/4806290,,,
2024失智永續論壇新診斷、新治療、新曙光 台灣邁入失智症照護元年,https://health.udn.com/health/story/121922/8408987,,,
預測80歲時失智的風險有多大 大型研究結果指出3件事最關鍵,https://health.udn.com/health/story/10696/8411401,,,
當年為平鑫濤插不插鼻胃管與繼子女鬧翻！作家瓊瑤淡水家中身亡 最後留書曝光,https://health.udn.com/health/story/5999/8403536,,,
2024失智永續論壇／失智防詐 提前辦監護宣告、金融註記,https://health.udn.com/health/story/121922/8402912,,,
2024失智永續論壇／陳筠靜：每一個家庭都應該提早準備,https://health.udn.com/health/story/121922/8402898,,,
2024失智永續論壇／曾清芳：我是失智症者也是照顧者,https://health.udn.com/health/story/121922/8402821,,,
2024失智永續論壇／失智友善領頭羊 嘉義縣提前達888目標,https://health.udn.com/health/story/121922/8402803,,,
2024失智永續論壇／新診斷新治療 2025將是失智症照護元年,https://health.udn.com/health/story/121922/8402766,,,
罕病權促會／陳柏同：照顧罕病是基本的人權,https://health.udn.com/health/story/122422/8391585,,,
【Podcast】Ep20.嘉義縣縣長翁章梁全力打造「在嘉安老」 創新失智照護體系引領全國,https://health.udn.com/health/story/123902/8331619,,,
車速太慢、熟悉處迷路……專家籲出現7警訊年長者該減少開車,https://health.udn.com/health/story/6631/8387533,,,
聽神經損傷無法靠手術、藥物恢復 只能藉助聽器或電子耳矯正,https://health.udn.com/health/story/5969/8378484,,,
老公為何聽不到我講話？50歲後聽力明顯退化 高頻接收能力最先下降,https://health.udn.com/health/story/5969/8378466,,,
良好的腸道有助健康老化 專家授5個應優先考慮的日常生活習慣,https://health.udn.com/health/story/5976/8372778,,,
總是忙到沒時間好好吃飯、睡覺？4個周末行動足以讓你平衡日常惡習,https://health.udn.com/health/story/6008/8362621,,,
【Podcast】Ep19.七十四歲兒子照顧九十六歲母親，推理小說家葉桑把失智母親當女兒寵愛,https://health.udn.com/health/story/123902/8362135,,,
體重減輕多少不正常？不明原因體重下降當心可能是這十種疾病！,https://health.udn.com/health/story/6008/8360038,,,
失智症者提前準備3帳戶 防詐騙3招守住財產,https://health.udn.com/health/story/5999/8355930,,,
【得獎名單】失智症認知與態度調查 你對失智症的認識有多少？,https://health.udn.com/health/story/8118/8330551,,,
75歲退休警官父突拒絕女兒一家來訪 她進屋驚見「滿地瓶裝水」原因超心酸,https://health.udn.com/health/story/10695/8341216,,,
2024退休力論壇／失智絕對能預防 最佳健腦法靠「玩遊戲」,https://health.udn.com/health/story/122928/8349055,,,
老年憂鬱6警訊 延誤治療易失智,https://health.udn.com/health/story/5964/8340231,,,
慢病主題館【體重減輕】「我沒減肥，但怎麼體重一直掉？」體重異常減輕要注意！,https://health.udn.com/health/story/124043/8338199,,,
貧血多吃含鐵食物能改善？「這類型」恐越補越糟！一表看貧血7類型＋4類補血食物,https://health.udn.com/health/story/6008/8330598,,,
慢性發炎檢測有用嗎？該不該定期進行發炎檢測？專家曝實情,https://health.udn.com/health/story/5959/8334749,,,
院長講堂／彭家勛行醫30多年 難忘病人手寫卡片,https://health.udn.com/health/story/122460/8332480,,,
【短影音徵件競賽】一起支援記憶！挑戰舞蹈贏萬元獎金,https://health.udn.com/health/story/7755/8320463,,,
吃太淡會胃食道逆流？油吃太少容易失智？專家破解日常飲食觀念,https://health.udn.com/health/story/6008/8320216,,,
嘉縣「鄉親鄉愛 厝邊憶起來」微電影  籲看問留撥失智友善作伙來,https://health.udn.com/health/story/121922/8313832,,,
【已額滿】2024國際失智論壇：日本齋藤正彥醫師、失智者及各領域專家分享真實經驗、最新趨勢！,https://health.udn.com/health/story/7755/8311165,,,
地方名人堂【花蓮縣】偏鄉資源少居家醫療卻冠全台 朱家祥：服務密碼在這裡,https://health.udn.com/health/story/124045/8310036,,,
【Podcast】Ep17.失智症者與照顧者的療癒課，用音樂譜出失智症家庭的溫柔篇章,https://health.udn.com/health/story/123902/8307815,,,
有助增強記憶力維持元氣好生活 中醫教你按壓4穴位、練八段錦,https://health.udn.com/health/story/6035/8306925,,,
高密度膽固醇HDL數值「過高」是好還壞？教授揭好膽固醇最該留意的重點,https://health.udn.com/health/story/5977/8294757,,,
每天睡8小時和走1萬步能長保健康嗎？哈佛教授破解養生七大謊言,https://health.udn.com/health/story/6008/8282717,,,
【得獎名單】失智症認知與態度調查：你對失智症的認識有多少？,https://health.udn.com/health/story/8118/8239867,,,
健保大數據／失智症治療特色院所,https://health.udn.com/health/story/10695/8256066,,,
失智防治對策／花蓮縣長照APP及時通報 失智量表族語也能通,https://health.udn.com/health/story/10695/8255898,,,
失智防治對策／台南市從公車到市場 6大場域友善失智者,https://health.udn.com/health/story/10695/8255907,,,
失智症藥物健保給付嗎？治療阿茲海默症主要藥物有哪些？,https://health.udn.com/health/story/10695/8255897,,,
森林療癒培養綠領人才！運用身體五感體驗自然，促進身心靈健康,https://health.udn.com/health/story/6033/8257072,,,
劉秀枝：終究一個人何不快樂獨老！有病治療無病健身，享受孤獨不寂寞,https://health.udn.com/health/story/122933/8256977,,,
走進山林  簡單易行的預防失智處方箋,https://health.udn.com/health/story/6033/8245649,,,
台灣失智症協會跨域討論失智照護 共創友善環境,https://health.udn.com/health/story/121920/8255939,,,
童年回憶大爆發！「嘉憶運動會」 長者超過70歲也能火力全開,https://health.udn.com/health/story/121934/8248375,,,
"新北市設3,000處守護站 打造失智友善城市",https://health.udn.com/health/story/121920/8247845,,,
地方名人堂【新北市】各區需求不同 陳潤秋：醫動養為主軸 政策因地制宜,https://health.udn.com/health/story/124044/8245985,,,
「國際失智症月」：長庚科大嘉義分部實施義竹鄉失智友善成果展,https://health.udn.com/health/story/121922/8245397,,,
預防是最好的治療！名醫揭失智症危險因子：中年就該開始努力,https://health.udn.com/health/story/7392/8240343,,,
響應國際失智症日 幸福臺北「憶起」編織失智照護網,https://health.udn.com/health/story/10691/8242627,,,
火燒厝，才知屋主獨居失智！缺乏社交導致失智風險大增，許多長者出事才被發現罹病,https://health.udn.com/health/story/120650/8241925,,,
獨居又無社交，大幅增加失智風險！全台盤點獨居戶，社福資源想找到邊緣人,https://health.udn.com/health/story/120650/8241898,,,
失智照顧減少「孤獨死」！日本監控水電、丹麥推協作住宅,https://health.udn.com/health/story/120650/8241842,,,
4個錯誤健康觀念 說明醫師的話不一定都是對的,https://health.udn.com/health/story/6008/8239397,,,
防老年憂鬱演變成失智症 醫建議2招健腦、增「快樂激素」,https://health.udn.com/health/story/5964/8230289,,,
健康吃素 可以預防失智,https://health.udn.com/health/story/6036/8226414,,,
失智症需要「連續性」照顧！政府補助當誘因，機構多收失智者,https://health.udn.com/health/story/120650/8228010,,,
失智照顧困境！75歲老人顧失智母，跌倒後同睡廁所,https://health.udn.com/health/story/120650/8227925,,,
65歲以上失智人口已破35萬人！失智者常對時序混亂，國內卻長期缺乏夜間照護服務,https://health.udn.com/health/story/120650/8227897,,,
老年憂鬱不及時治療恐變失智症！醫提醒適時補充這些營養素降憂鬱風險,https://health.udn.com/health/story/10696/8224194,,,
蒜頭殺菌又抗癌！變綠色、藍色...發芽還能吃嗎？教你4方法剝蒜不沾滿手蒜味,https://health.udn.com/health/story/6006/8210365,,,
【得獎名單】「我和專業照護人員成為家人的那件事」徵文活動,https://health.udn.com/health/story/8118/8140617,,,
瑞典長者照護納國家福利政策！鼓勵在地老化，失智者政府分階段照顧,https://health.udn.com/health/story/122931/8212590,,,
日本2025年75歲以上患失智症約700萬人！與失智症共生，日本「RUN伴」用社區力量守護,https://health.udn.com/health/story/122931/8212535,,,
照顧失智靠全村的力量！屏東屏安村用AI確保長輩安全，鼓勵長輩自由活動,https://health.udn.com/health/story/122931/8212519,,,
我便祕了嗎？幾天大一次便才正常？吃素能預防大腸癌？大腸直腸外科醫師傳授「這樣做」腸保健康,https://health.udn.com/health/story/5976/8075168,,,
「蔬菜之王」蘆筍！解毒防癌、改善三高、防便祕、延緩失智，2族群要當心別吃多,https://health.udn.com/health/story/6037/8182280,,,
不是吃愈多愈好！每天吃腰果的7好處與3壞處,https://health.udn.com/health/story/6037/8172772,,,
農曆七月出現幻覺、看到鬼？ 注意脫水造成「譫妄」，醫給照護4指引,https://health.udn.com/health/story/6631/8169644,,,
喝一口酒要多久才能開車？至少x小時！一喝酒臉紅要當心，易罹3種癌症,https://health.udn.com/health/story/5977/8016027,,,
找尋理想老後生活？「這概念」最重要！改裝老後居住空間，還能讓照顧者也減壓！,https://health.udn.com/health/story/122933/8153365,,,
不僅是簡單手作活動 園藝打開五感體驗讓失智、獨居者獲療癒,https://health.udn.com/health/story/122932/8147286,,,
反應慢誤認失智，竟是白內障惹的禍！初期白內障需要手術嗎？,https://health.udn.com/health/story/5970/8142163,,,
老後不煩人／醫師開班讓失智長輩走出來！林榮威：失去了就不要在乎，活在當下開心就好,https://health.udn.com/health/story/122931/8137303,,,
潘懷宗／研究指出：攝護腺肥大藥物竟能改善「神經退化疾病」,https://health.udn.com/health/story/7426/8135456,,,
「微笑樂智號」開跑 開箱認識失智症,https://health.udn.com/health/story/7755/8127621,,,
新研究揭身體2處脂肪越多 與失智症和巴金森氏症較高風險有關,https://health.udn.com/health/story/5965/8125993,,,
冷泡茶、熱泡茶，哪個咖啡因比較少？喝了不怕睡不著？營養師盤點喝茶6好處,https://health.udn.com/health/story/6037/8114009,,,
囤積症會變失智症？失智症一定會囤積嗎？照顧管家分享4原則應對長輩囤積行為,https://health.udn.com/health/story/6631/8101539,,,
楊志良／當前健康挑戰 不在癌症發生率,https://health.udn.com/health/story/7400/8110097,,,
家中長輩開始會說「別人卡好命」，可能是老年憂鬱！一張「老年憂鬱症量表」馬上測,https://health.udn.com/health/story/5964/8105393,,,
【得獎名單】我與臺北跨時光的回憶明信片活動大募集,https://health.udn.com/health/story/8118/8100236,,,
結合「藝術之旅 X紓壓陪伴X靈性照顧」的失智症照護講座，開放報名囉！！,https://health.udn.com/health/story/7755/8101595,,,
間歇性斷食和生酮也有機會降失智風險！醫揭「1因素」是關鍵,https://health.udn.com/health/story/6037/8092834,,,
永不放棄的照顧者！71歲古金順顧妻6年也失智，找社工交接：男性可能不夠細心，放下面子找資源協助,https://health.udn.com/health/story/122931/8092491,,,
外食、熬夜身體累積毒素！營養師分享6大解毒食物、4大排毒方法,https://health.udn.com/health/story/6037/8082698,,,
極端溫度加劇失智、中風惡化，研究說明夜間溫度為何關鍵！夜跑也要當心中暑,https://health.udn.com/health/story/6008/8081014,,,
早餐吃一塊紫地瓜、午餐加一盤地瓜葉…6大類食物有助身體排毒！,https://health.udn.com/health/story/6037/8068520,,,
醫認證「5個好習慣」延緩腦力退化、預防失智，聊天也有用！,https://health.udn.com/health/story/10696/8056320,,,
當醫師成了病患家屬／王麗月醫師揪心陪伴失智父，領悟「這件事」後更能體諒病人！,https://health.udn.com/health/story/6001/8062071,,,
當醫師成了病患家屬／陪失智母唱歌聊天 曹汶龍用正向的心接受母親返老還童過程,https://health.udn.com/health/story/6001/8059444,,,
不只是一種內心感受 哈佛研究稱長期孤獨可能會增加中風風險,https://health.udn.com/health/story/5964/8058562,,,
當醫師成了病患家屬／父母相繼病倒臥床 妻累出身心症候群！陳思銘：最怕長照成為輪迴,https://health.udn.com/health/story/6001/8054674,,,
【得獎名單公告】「失智・好好生活」講座：募集問卷,https://health.udn.com/health/story/8118/8008945,,,
當醫師成了病患家屬／照顧失智父母，更懂得為病患醫心！台大牙醫師李正喆鼓勵病患治療,https://health.udn.com/health/story/6001/8046994,,,
母親失智，我也會失智嗎？名醫劉秀枝詳解阿茲海默症致病基因類型有哪些,https://health.udn.com/health/story/7392/8031260,,,
每天刷牙幾次才正確？超過3次可能有害！正確刷牙方式及時間一次看,https://health.udn.com/health/story/5968/8028678,,,
3子女忙工作不顧失智母，父怒捐遺產不讓繼承！網友竟提：「xx」是父母留給子女最大的情勒,https://health.udn.com/health/story/10429/8025385,,,
【免費報名】「失智 好好生活」系列講座 其實我很在意—失智症照顧關係,https://health.udn.com/health/story/7755/8013397,,,
【得獎名單公告】2024全台失智症大調查：快檢視！你的生活型態離失智症有多近？,https://health.udn.com/health/story/8118/7920765,,,
長期失眠怎麼改善？ 臨床心理師：有4症狀當心睡眠呼吸中止症,https://health.udn.com/health/story/5964/8004881,,,
94歲阿嬤不想連累家人，差點想不開！精神科醫師用「這招」翻轉阿嬤心情,https://health.udn.com/health/story/5964/8002920,,,
防疫英雄藥師的日常／黃彥儒：家庭藥師都會持續守護民眾一家人的健康,https://health.udn.com/health/story/122460/7998526,,,
頻繁做惡夢 當心可能是「這些疾病」的前兆,https://health.udn.com/health/story/122943/7995045,,,
長庚科大嘉義護理系　義竹失智友善青銀共享多元活動,https://health.udn.com/health/story/8118/7991154,,,
111年國人健康餘命72.43歲「少活10.4個月」 醫揭原因籲做好3件事,https://health.udn.com/health/story/5999/7989356,,,
《這一次，換你來接力》ft.章新_Ep1/下集,https://health.udn.com/health/story/7755/7978941,,,
中年男大肚如懷胎，爬山休克竟是「心臟衰竭」！預防心衰要點報你知！,https://health.udn.com/health/story/5977/7979053,,,
母雞帶頭！彰化經驗躍全國 王惠美：負責鼓掌當啦啦隊,https://health.udn.com/health/story/122905/7956022,,,
換掉塑膠砧板、不沾鍋 科學家教你簡單7招避免吃進塑膠微粒,https://health.udn.com/health/story/6006/7955618,,,
院長talk／運動防失智症！鄒繼群重拾網球拍防肌少症，帶便當呷健康,https://health.udn.com/health/story/122460/7956755,,,
當耶穌遇見阿茲海默--失智家庭靈性照顧研習會,https://health.udn.com/health/story/7755/7953362,,,
精緻穀物、加工肉類及含糖飲料，哪個是你最需要避免的超加工食品？美國30年研究解答,https://health.udn.com/health/story/6037/7952592,,,
睡前吃魚油能幫助入眠？營養師認證5助眠食物，攝取魚肉效果一樣好,https://health.udn.com/health/story/6037/7951100,,,
生病長輩該由媳婦還女兒照顧？網一面倒認為不該是「XX」責任：若不想顧就勿說閒話,https://health.udn.com/health/story/6631/7922540,,,
有子宮肌瘤可以喝咖啡或豆漿嗎？肌瘤多大需要手術？子宮肌瘤QA一次看,https://health.udn.com/health/story/6019/7894005,,,
咖啡護心血管、防失智！選淺焙還深焙好？營養師推薦「選這種」減少吃進梅納反應產物,https://health.udn.com/health/story/6037/7909284,,,
失智者的實用精油應用-治療師愛用的精油配方DIY教學,https://health.udn.com/health/story/7755/7905131,,,
「山豬」38歲英年早逝令人唏噓！醫列5大短命因素，久坐、熬夜追劇都是危險生活習慣,https://health.udn.com/health/story/6008/7904768,,,
突然大量喝水、多尿...貓咪「腎衰竭」會好嗎？腎貓症狀、飲食建議一次看,https://health.udn.com/health/story/123122/7901593,,,
2024癌症論壇／癌症新趨勢：不抽菸肺癌是世界五大癌症死因、50歲以下台灣大腸癌增加幅度亞太第一！聽專家解析原因與如何預防？,https://health.udn.com/health/story/122421/7898023,,,
醫病平台／活出淋灕盡致的退休後人生,https://health.udn.com/health/story/6001/7894583,,,
春季盛產的紫色桑葚營養價值有哪些？吃多竟會影響「這兩種營養素」的吸收！,https://health.udn.com/health/story/6037/7885003,,,
醫病平台／氣功養生——預防失能與失智,https://health.udn.com/health/story/6001/7883504,,,
4月1日健保調整藥價後，對民眾的衝擊有哪些？如何因應這波換藥潮？,https://health.udn.com/health/story/122462/7879639,,,
醫病平台／么妹,https://health.udn.com/health/story/6001/7879339,,,
你需要多少維他命D才能保持健康？多數人攝取足夠還是不足？,https://health.udn.com/health/story/6034/7874152,,,
醫病平台／骨折之後,https://health.udn.com/health/story/6001/7874730,,,
如何不讓自己老太快？研究指改善「這件事」，能讓你年輕至少5歲！,https://health.udn.com/health/story/6039/7871918,,,
醫病平台／角色易位的體驗——由醫師身份轉變為病人家屬,https://health.udn.com/health/story/6001/7869617,,,
年紀大肌力就退化？營養師：40歲一定要注意！吃OO提升你的行動和思緒,https://health.udn.com/health/story/6034/7862634,,,
高齡駕駛車禍頻傳 該要求年長者不要開車及回收駕照嗎？,https://health.udn.com/health/story/6631/7863057,,,
少數不需使用農藥的蔬菜！天氣漸熱食欲差，2種涼拌菜吃了不發胖,https://health.udn.com/health/story/6036/7864247,,,
她喪子差點壓力過大心碎致死 心碎症候群背後藏「身心議題」,https://health.udn.com/health/story/5999/7843078,,,
失智好好生活系列講座：樂來樂靠近—失智症音樂療癒,https://health.udn.com/health/story/8118/7843140,,,
刷錯牙更容易蛀牙！醫師盤點國人常見錯誤刷牙方式 ，「1動作」最關鍵,https://health.udn.com/health/story/5968/7844526,,,
晚餐應該豐盛吃還是簡單吃？醫師公布他的晚餐內容：吃這些有益心臟健康,https://health.udn.com/health/story/6037/7837937,,,
咖哩健康嗎？熱量高不高？有什麼營養？什麼人比較不適合吃？,https://health.udn.com/health/story/6037/7833530,,,
有一種愛是放手！讓家人「斷食善終」，漸進式斷食在21天後滿足的安詳往生,https://health.udn.com/health/story/6005/7827622,,,
斷食善終和安寧療護有何不同？醫曝最大差異是這點,https://health.udn.com/health/story/6005/7824939,,,
病主法2019年上路至今 預立醫療決定不到1%,https://health.udn.com/health/story/6005/7821452,,,
替照顧壓力解套？「斷食善終」掀越界爭議 倡議者畢柳鶯有話要說,https://health.udn.com/health/story/6005/7821444,,,
生醫獨角獸／解開「漸凍症」面紗 中研院團隊研發抗體 攻克治療瓶頸,https://health.udn.com/health/story/124046/7822324,,,
最強「長壽穴」，每天按摩3次養生祛病！中醫師教居家操作 吹風機溫熱穴位有同效,https://health.udn.com/health/story/6035/7818337,,,
國外研究：使用漱口水可能可以改善糖尿病患者「1指數」,https://health.udn.com/health/story/5974/7810295,,,
睡覺打呼是健康警訊！醫曝2特徵：「這類人」中風機率飆4倍,https://health.udn.com/health/story/5978/7810414,,,
有房就不怕沒錢養老？一實例看如何不讓自己落入窮得只剩房子的窘境,https://health.udn.com/health/story/122929/7802951,,,
沒刻意減體重卻往下掉？名醫提醒別輕忽：這件事才是健康象徵,https://health.udn.com/health/story/7392/7802473,,,
手機濕掉怎麼辦？專家警示千萬別放進乾米堆！急救5步驟一次看,https://health.udn.com/health/story/6006/7797232,,,
院長Talk／黑咖啡防癌防失智症！黃元德早餐喝黑咖啡，餐餐有蔬菜養生,https://health.udn.com/health/story/122460/7788754,,,
夜尿影響長輩睡眠 常見3大原因！夜尿如何治療？,https://health.udn.com/health/story/5975/7781817,,,
夜尿會增加死亡率跟骨折機率！醫指成因3種，「做好3件事」改善夜尿問題,https://health.udn.com/health/story/5975/7774756,,,
除了降低心臟病、失智症風險！Omega-3有益心血管也能降低聽損？研究曝關鍵原因,https://health.udn.com/health/story/6008/7772428,,,
過年報復性熬夜，作息打亂恐成失眠一族！治療師授「做好6件事」助一夜好眠,https://health.udn.com/health/story/5964/7759076,,,
多走路能降低晚年罹失智風險！銀髮族每日「333練足功」，優質晚年生活靠腳勤,https://health.udn.com/health/story/6039/7759045,,,
保持腸道健康5原則 頂尖營養專家每周吃30種蔬果,https://health.udn.com/health/story/6037/7747256,,,
林依瑩：讓大家喜歡老 才是長壽社會的終極目標,https://health.udn.com/health/story/6631/7738673,,,
吃全穀類食物能減緩認知衰退？ 外國研究：這種族獲得改善較顯著,https://health.udn.com/health/story/6037/7702012,,,
院長講堂／清晨4點半起床，天天健走與超慢跑！陳良娟：健康是需要努力的，要去享受努力過程,https://health.udn.com/health/story/122460/7736860,,,
近五成年長者患「低膽固醇血症」 大幅增失智風險,https://health.udn.com/health/story/5999/7727770,,,
家族長輩有失智症，新年祈願預存腦力及肌力，分享自身的「養力計畫」！,https://health.udn.com/health/story/9559/7733585,,,
導致銀髮族失眠的原因有哪些？何時該就醫治療？醫師分享「168口訣」助好眠！,https://health.udn.com/health/story/5964/7731438,,,
