0,1,2
護腎無假期~規律服藥 控制三高 過好年,https://health99.hpa.gov.tw/news/8341,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
按時接種疫苗對預防侵襲性肺炎鏈球菌感染症具顯著效益,https://health99.hpa.gov.tw/news/8209,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
長者「動動生活」--生活中運動 「影音」運動手冊 貼近長輩生活,https://health99.hpa.gov.tw/news/8325,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
COPD最愛老菸槍，做好肺部防護保健康 (聯合即時),https://health99.hpa.gov.tw/news/16761,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸百害無益！膀胱癌、大腸癌樣樣來( 優活健康網 ),https://health99.hpa.gov.tw/news/13770,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
三高+抽菸 小心「不舉」易上身(健康醫療網),https://health99.hpa.gov.tw/news/16596,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
日抽1.5包菸 30顆檳榔 男終身洗腎(公視新聞網),https://health99.hpa.gov.tw/news/12426,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
二代戒菸，省荷包還你健康！(優活健康網),https://health99.hpa.gov.tw/news/12388,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
拒絕菸酒檳榔 捐血救人最夯(中央社),https://health99.hpa.gov.tw/news/12632,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吞雲吐霧 易讓動脈瘤爆裂( 新生報 ),https://health99.hpa.gov.tw/news/10721,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
40歲老菸槍 冷到心肌梗塞( 聯合晚報 ),https://health99.hpa.gov.tw/news/13128,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
4成以上爸爸腰圍過粗 每天10分鐘，父親節用實際行動關心爸爸健康！,https://health99.hpa.gov.tw/news/8276,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
多吸二手菸 真的會變胖( 自由時報 ),https://health99.hpa.gov.tw/news/11568,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
2023世界慢性阻塞性肺病（COPD）日  倡導ESG宣言  擴大綠色醫療 保護國人肺健康,https://health99.hpa.gov.tw/news/19353,https://health99.hpa.gov.tw/storage/images/articles/402600832_728947035938416_4852443896822165946_n.jpg
響應世界高血壓日 掌握3C原則 在家也能輕鬆控血壓,https://health99.hpa.gov.tw/news/18557,https://health99.hpa.gov.tw/storage/images/articles/FB%E6%B4%BB%E5%8B%95.png
遠離代謝症候群 從晨起10分鐘健康檢測開始；國健署呼籲民眾量體重、腰圍及血壓 不讓慢性病上身,https://health99.hpa.gov.tw/news/8367,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
108年健康促進與照護機構成果發表會---環環相扣，推動健康促進正向循環,https://health99.hpa.gov.tw/news/8576,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
淺談失智症,https://health99.hpa.gov.tw/article/18854,https://health99.hpa.gov.tw/storage/images/articles/articles18854.jpg
無菸職場有助於延年益壽,https://health99.hpa.gov.tw/news/9346,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
外食族的你，低GI 的沒?,https://health99.hpa.gov.tw/article/114,https://health99.hpa.gov.tw/storage/images/articles/1069916_m.jpg
減少代謝症候群風險 正常腰圍健康有保庇,https://health99.hpa.gov.tw/news/18750,https://health99.hpa.gov.tw/storage/images/articles/20210819NEWSIMG.jpg
自行戒菸易失敗　求助戒菸專線成功率高( 優活健康網 ),https://health99.hpa.gov.tw/news/10205,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
2021新年新希望    向菸(煙)說不,https://health99.hpa.gov.tw/news/18242,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
及早控制高血壓 降低主動脈剝離,https://health99.hpa.gov.tw/news/18127,https://health99.hpa.gov.tw/storage/images/articles/20200925NEWSIMG.jpg
2018聯合國世界糖尿病日開跑 「家友」打氣 分齡控糖一起來,https://health99.hpa.gov.tw/news/8441,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
青少年吸菸問題嚴重 6名高三男生有1人吸菸(中時即時),https://health99.hpa.gov.tw/news/16498,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
愛爾蘭鏡報：驚人的研究結果！吸菸者罹患失智症的機率高出50%,https://health99.hpa.gov.tw/news/15020,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
以「民眾為中心」的健康守護者 感恩有您！106年健康促進與照護機構成果發表會,https://health99.hpa.gov.tw/news/8317,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
菸害成國人頭號殺手 每約25分鐘1人死亡(優活健康網),https://health99.hpa.gov.tw/news/12311,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
國健署推動營養及健康飲食 台鐵便當率先響應 全臺健康餐飲動起來,https://health99.hpa.gov.tw/news/19654,https://health99.hpa.gov.tw/storage/images/articles/463657690_942710241228760_3782070359097226603_n.jpg
上班族需要注意的生活習慣──運動量不足篇,https://health99.hpa.gov.tw/article/19006,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
不只肺癌！吸菸也增食道癌、膀胱癌風險( 優活健康網 ),https://health99.hpa.gov.tw/news/13542,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
補助戒菸醫療費 二代戒菸仍須配套 (台灣醒報),https://health99.hpa.gov.tw/news/9430,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
母乳哺育，另一半角色很重要！,https://health99.hpa.gov.tw/article/149,https://health99.hpa.gov.tw/storage/images/articles/1922941_m.jpg
腎臟病友冬季保養建議,https://health99.hpa.gov.tw/article/130,https://health99.hpa.gov.tw/storage/images/articles/article13001.jpg
熟女抽菸20年 心肌梗塞險送命( 中廣新聞網 ),https://health99.hpa.gov.tw/news/14122,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
肺阻塞纏10年 孫越透露每年住院2、3次(聯合新聞網),https://health99.hpa.gov.tw/news/15763,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
多胞胎也能順利哺乳,https://health99.hpa.gov.tw/article/18200,https://health99.hpa.gov.tw/storage/images/articles/2632550_m.jpg
二手菸恐致命！　慢性阻塞性肺病勿輕忽( 健康醫療網 ),https://health99.hpa.gov.tw/news/11628,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
糖尿病又抽菸少活14.4年( 中華日報 ),https://health99.hpa.gov.tw/news/13744,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
關懷友善社區國內資源,https://health99.hpa.gov.tw/article/19402,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
老公小孩都抽菸 家庭主婦肺阻塞(中央社),https://health99.hpa.gov.tw/news/15766,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
嚇！吸菸者患妊娠糖尿病風險高2倍(優活健康網),https://health99.hpa.gov.tw/news/16026,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
夏季「心危機」，莫輕忽「三高」,https://health99.hpa.gov.tw/news/19595,https://health99.hpa.gov.tw/storage/images/articles/453536627_887689273397524_1116864149043117455_n.jpg
研究：吸菸恐降低大腦的認知能力( 優活健康網 ),https://health99.hpa.gov.tw/news/11524,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
週末冷空氣來襲 小心心血管疾病找上門！快快牢記中風口訣 抗寒暖身保安康,https://health99.hpa.gov.tw/news/8314,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
趙舜抽掉人生 被打也要勸戒菸( 聯合報 ),https://health99.hpa.gov.tw/news/11457,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
年輕中風增多 高血壓、肥胖、抽菸多留意(tvbs新聞網),https://health99.hpa.gov.tw/news/16321,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
拒菸、護肺是一輩子的課題(聯合即時),https://health99.hpa.gov.tw/news/16641,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸賺很大 有補助又能找回健康	( 新生報 ),https://health99.hpa.gov.tw/news/10911,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
醫院不只是「看病」的地方，也是找「健康」的所在。國民健康署推動健康醫院認證，讓醫院成功轉型！,https://health99.hpa.gov.tw/news/8360,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
中秋野餐趣 幸福柚健康,https://health99.hpa.gov.tw/news/19061,https://health99.hpa.gov.tw/storage/images/articles/305493518_449866493846473_5563784364307046012_n.jpg
一次來兩個！懷雙胞胎，要注意哪些事情？,https://health99.hpa.gov.tw/article/18194,https://health99.hpa.gov.tw/storage/images/articles/3021992_m.jpg
菸害！全球每10秒就1人死亡10招避免「肺阻塞」上身(ETtoday),https://health99.hpa.gov.tw/news/15760,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
男子胸悶不適、疲憊誤為戒菸副作用醫師：錯了應是抽菸傷心後遺症 (台灣新生報),https://health99.hpa.gov.tw/news/16443,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
【戒菸故事】21天不吸菸，戰勝自我,https://health99.hpa.gov.tw/article/19364,https://health99.hpa.gov.tw/storage/images/articles/戒菸.jpg
把握黃金生育期 35歲前是關鍵,https://health99.hpa.gov.tw/news/8707,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
穩定控糖免緊張 把握五要保健康,https://health99.hpa.gov.tw/news/8618,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
他菸齡長達二十年　一通電話竟成功戒菸( 優活健康網),https://health99.hpa.gov.tw/news/13914,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸不卡關 專線當您的靠山( 大成報電子報 ),https://health99.hpa.gov.tw/news/13960,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
菸害防制︰吸二手菸提高聽力減損的風險,https://health99.hpa.gov.tw/news/10827,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
別再抽了！4成癮君子致COPD(優活健康網),https://health99.hpa.gov.tw/news/15742,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
抽菸酗酒走路喘　心肌梗塞報到(中時電子報),https://health99.hpa.gov.tw/news/9646,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
高齡友善促進專區,https://health99.hpa.gov.tw/article/170,https://health99.hpa.gov.tw/storage/images/materials/51420.jpg
中風8大危險因子 掌握6招預防,https://health99.hpa.gov.tw/news/19657,https://health99.hpa.gov.tw/storage/images/articles/464001763_946369110862873_3381449298502026703_n.jpg
健康的生活可預防阿茲海默症,https://health99.hpa.gov.tw/news/10645,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
定期健康檢查  數據紅字莫慌張 三高異常、代謝症候群 讓專業醫事人員幫助您,https://health99.hpa.gov.tw/news/19520,https://health99.hpa.gov.tw/storage/images/articles/0412newsimg.jpg
寶寶篇1歲第23～24週－媽咪如何加強寶寶的語言學習,https://health99.hpa.gov.tw/article/18533,https://health99.hpa.gov.tw/storage/images/articles/1Y23.jpg
101年國人主要死因統計結果,https://health99.hpa.gov.tw/news/6922,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
環球時報：中國大陸男性吸菸者恐面臨「性無能」的威脅,https://health99.hpa.gov.tw/news/10495,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
菸害防制︰中國菸裡發現高含量重金屬,https://health99.hpa.gov.tw/news/9758,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
近8成職場員工蔬果攝取不足  近5成運動量不足 5月健康職場活動開跑囉！歡迎企業職場踴躍加入,https://health99.hpa.gov.tw/news/19218,https://health99.hpa.gov.tw/storage/images/articles/342906941_3054565801519231_3218195621366978961_n.jpg
10年菸齡碰寒流 34歲貨車司機急性心肌梗塞險猝死(自由即時),https://health99.hpa.gov.tw/news/16499,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
九民間團體聯合製作 趙舜抽掉人生網路短片 呼籲戒菸及早生命美好( 民眾日報 ),https://health99.hpa.gov.tw/news/11478,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戶外吸菸請先「停、看、聽」(優活健康網),https://health99.hpa.gov.tw/news/12634,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
迎接2024年 跨年安「心」嗨,https://health99.hpa.gov.tw/news/19457,https://health99.hpa.gov.tw/storage/images/articles/415470546_755761109923675_3792240734772807570_n.jpg
淺談低醣飲食Low Carbohydrate Diet,https://health99.hpa.gov.tw/article/126,https://health99.hpa.gov.tw/storage/images/articles/2016-08-19_A002S.png
戒菸就贏比賽頒獎　宣告戒菸成功！( 優活健康網 ),https://health99.hpa.gov.tw/news/9492,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
英大學研究：抽菸傷腦( 中央社 ),https://health99.hpa.gov.tw/news/11513,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
3成菸槍患慢性阻塞性肺炎　醫界推新診斷法( 健康醫療網 ),https://health99.hpa.gov.tw/news/11468,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
健康醫院大集合  守護員工 深耕社區 打造健康幸褔典範,https://health99.hpa.gov.tw/news/18936,https://health99.hpa.gov.tw/storage/images/articles/276319222_5577211142307612_8692925835188634626_n.jpg
5成以上慢性腎臟病患者輕忽三高控制,https://health99.hpa.gov.tw/news/18403,https://health99.hpa.gov.tw/storage/images/articles/20210311NEWSIMG.jpg
吸菸會提高年輕男性(15-49歲)缺血性中風風險,https://health99.hpa.gov.tw/news/16947,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
寒冬泡湯小技巧 振「心」保安康!,https://health99.hpa.gov.tw/news/18860,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
65歲以上長輩量六力結果出爐 視力、聽力都要特別注意,https://health99.hpa.gov.tw/news/19318,https://health99.hpa.gov.tw/storage/images/articles/380224445_697246069108513_7939857504228231909_n.jpg
新加坡的吸菸率與糖尿病患病率提高了,https://health99.hpa.gov.tw/news/9770,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
感謝從心做起  不以飲酒道謝 飲酒增加罹患新冠肺炎風險,https://health99.hpa.gov.tw/news/18597,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
111年度全國保健會議登場  中央與地方共同合作 帶領國民邁向更健康的未來,https://health99.hpa.gov.tw/news/19005,https://health99.hpa.gov.tw/storage/images/articles/291382234_404875825012207_1861744218874150433_n.jpg
56年菸齡 戒菸成功的原因竟然是… ( 自由電子報 ),https://health99.hpa.gov.tw/news/14491,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
注意空氣品質不佳及低溫，自我保護歡喜跨年,https://health99.hpa.gov.tw/news/8333,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
南韓新聞媒體korea bizwire：吸菸是年老以前男性中風的主因,https://health99.hpa.gov.tw/news/15172,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
冷氣團再襲 「慢、熱、起、穿、行」 5字避免心腦血管疾病發生,https://health99.hpa.gov.tw/news/19499,https://health99.hpa.gov.tw/storage/images/articles/431802388_797510709082048_8927601679612685207_n.jpg
三高慢性病人巧心思  春節連假沒煩惱,https://health99.hpa.gov.tw/news/18308,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
有健康生活才能預防過勞！,https://health99.hpa.gov.tw/article/152,https://health99.hpa.gov.tw/storage/images/articles/3947145_m.jpg
積極治療規律用藥 COPD一覺到天明 ( 聯合新聞網 ),https://health99.hpa.gov.tw/news/15281,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
正向支持 攜手相挺 體重控制不難「瘦」,https://health99.hpa.gov.tw/news/18399,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
美國研究指出，化學物質會導致罹患糖尿病,https://health99.hpa.gov.tw/news/9906,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
響應世界糖尿病日　掌握控糖5要訣,https://health99.hpa.gov.tw/news/19662,https://health99.hpa.gov.tw/storage/images/articles/464928003_952268550272929_2337697084040650462_n.jpg
吸二手菸 胰島素抗阻現象較為嚴重 易肥胖、糖尿病( 新生報 ),https://health99.hpa.gov.tw/news/10748,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸成功率3成 安南醫院助癮君子擺脫菸癮(今日新聞),https://health99.hpa.gov.tw/news/16632,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
跨年的時刻 溫差變化大 保暖抗寒 從「心」出發,https://health99.hpa.gov.tw/news/18870,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
COPD最愛老菸槍，做好肺部防護保健康(聯合即時),https://health99.hpa.gov.tw/news/16934,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
兔年添好孕 把握「25歲至35歲」理想生育年齡,https://health99.hpa.gov.tw/news/19156,https://health99.hpa.gov.tw/storage/images/articles/328442510_567872705005199_7885045105778863379_n.jpg
兩年一次 戒菸嘉年華會正式展開(民眾日報),https://health99.hpa.gov.tw/news/16568,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
坐辦公桌又過重 他26歲得冠心症(中華日報),https://health99.hpa.gov.tw/news/16227,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
幼兒6歲（第24週）團體規範的重要性,https://health99.hpa.gov.tw/article/18708,https://health99.hpa.gov.tw/storage/images/articles/6y24.jpg
用「心」照顧每顆心  打造「心」健康,https://health99.hpa.gov.tw/news/19079,https://health99.hpa.gov.tw/storage/images/articles/310012425_466582362174886_277960775391244221_n.jpg
「控糖保腎3訣竅」有助擺脫腎臟病 !,https://health99.hpa.gov.tw/news/19433,https://health99.hpa.gov.tw/storage/images/articles/406878642_737904481709338_5782132090828926519_n.jpg
不吸菸  才時尚 別讓菸品阻礙健康亮麗的人生道路,https://health99.hpa.gov.tw/news/18560,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
三度中風 趙舜懊悔晚戒菸(中華日報),https://health99.hpa.gov.tw/news/11083,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
擊敗慢性病  一定要有您 醫病共議  參與民眾近3成至少有1項代謝症候群指標改善達標,https://health99.hpa.gov.tw/news/19272,https://health99.hpa.gov.tw/storage/images/articles/360141517_660262689473518_4194443868913639464_n.jpg
妊娠糖尿病照護及注意事項,https://health99.hpa.gov.tw/article/19588,https://health99.hpa.gov.tw/storage/images/articles/妊娠糖尿病.jpg
不讓菸滅你，就從滅菸起──從醫學觀點談戒菸( 公民新聞 ),https://health99.hpa.gov.tw/news/13041,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
「圓前世情人夢，丟今日手邊菸」「及早戒菸 幸福無憾─新娘篇」30秒短片首映記者會,https://health99.hpa.gov.tw/news/9530,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
抽菸傷腦 認知易退化( 台灣時報 ),https://health99.hpa.gov.tw/news/11526,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
遠離脂肪肝 聰明吃 規律動 守護您的肝,https://health99.hpa.gov.tw/news/18946,https://health99.hpa.gov.tw/storage/images/articles/277749298_349227987243658_4930135718266991340_n.jpg
二手菸恐致命！慢性阻塞性肺病勿輕忽( 聯合報 ),https://health99.hpa.gov.tw/news/11614,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
二手菸害無遠弗屆　無菸聚餐更健康,https://health99.hpa.gov.tw/news/19691,https://health99.hpa.gov.tw/storage/images/articles/469260562_977457514420699_2976795606061413600_n.jpg
保持社交距離 ≠ 不要做運動,https://health99.hpa.gov.tw/article/18739,https://health99.hpa.gov.tw/storage/images/articles/20210802articleIMG (2).jpg
男日嚼三十顆檳榔抽三十根菸 終生洗腎！(優活健康網),https://health99.hpa.gov.tw/news/12431,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
呼吸困難有咻咻聲 當心慢性阻塞性肺病上身 ( 自由電子報 ),https://health99.hpa.gov.tw/news/15121,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
別再抽菸了!每年5000人 死於肺阻塞 9成患者吸菸致病，4成竟不理會。常見症狀為「咳、痰、悶、喘」。(聯合晚報),https://health99.hpa.gov.tw/news/15778,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
肺炎、肺癌、肺阻塞，國人不能忽略的三大肺部疾病！(聯合即時),https://health99.hpa.gov.tw/news/16755,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
國人每22分鐘有1人死於心臟病 夏日高溫防心梗  護心4招三要一不要,https://health99.hpa.gov.tw/news/19275,https://health99.hpa.gov.tw/storage/images/articles/361955708_663027072530413_3368724015461461846_n.jpg
慢性疾病風險測了沒？ 3步驟 預測健康保平安！,https://health99.hpa.gov.tw/news/19279,https://health99.hpa.gov.tw/storage/images/articles/362239102_664102705756183_332404432713976053_n.jpg
遠離菸品 健康益壽(優活健康網),https://health99.hpa.gov.tw/news/12568,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
心血管疾病因菸害致死約占12%(台灣新生報),https://health99.hpa.gov.tw/news/16629,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
菸害COPD 腰圍粗增風險( 中央社 ),https://health99.hpa.gov.tw/news/13886,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
響應世界心臟日 用「心」行動 從改變行為做起,https://health99.hpa.gov.tw/news/19637,https://health99.hpa.gov.tw/storage/images/articles/461270778_925699239596527_1393467220931191830_n.jpg
少量吸菸對冠心病與中風的風險：141世代研究整合分析,https://health99.hpa.gov.tw/news/16542,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒40年菸癮 散步、抹白花油克制 ( 聯合新聞網 ),https://health99.hpa.gov.tw/news/14498,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
菸毒易傷肺 慢性咳嗽養生7法(華人健康網),https://health99.hpa.gov.tw/news/11941,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
生活方式可能會影響心臟病猝死風險,https://health99.hpa.gov.tw/news/9578,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸只要200元 北市64醫院免掛號費還有補助( 自由電子報),https://health99.hpa.gov.tw/news/13896,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
糖尿病管理3要訣 疫情期間不停歇 遠離合併症的危害,https://health99.hpa.gov.tw/news/18961,https://health99.hpa.gov.tw/storage/images/articles/278845073_361421466024310_8438465927127851344_n.jpg
腹主動脈瘤 肥胖、抽菸為危險因子( 聯合新聞網 ),https://health99.hpa.gov.tw/news/10504,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
近2成孕婦貧血 營養補充4大關鍵,https://health99.hpa.gov.tw/news/19634,https://health99.hpa.gov.tw/storage/images/articles/S__76480541.png
5分鐘抗菸操　增肌助戒菸 ( 蘋果電子報 ),https://health99.hpa.gov.tw/news/15086,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
懷雙胞胎的孕婦體重該增加多少~,https://health99.hpa.gov.tw/article/18199,https://health99.hpa.gov.tw/storage/images/articles/1948248_m.jpg
不可不知！ 抽菸會造成心肌梗塞 (健康醫療網),https://health99.hpa.gov.tw/news/16722,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸霹靂包   拒絕菸癮最佳利器,https://health99.hpa.gov.tw/news/18988,https://health99.hpa.gov.tw/storage/images/articles/283866242_386147493551707_1561733046468024172_n.jpg
老菸槍變蒟蒻男 結婚三年妻仍是處女 (聯合報),https://health99.hpa.gov.tw/news/11424,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸的糖尿病患者 平均少活14.4歲( 聯合新聞網 ),https://health99.hpa.gov.tw/news/13747,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
健康醫院教您「識」時變通 簡單懂「識能」，醫病更「溝通」!,https://health99.hpa.gov.tw/news/8504,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
再說說高血壓的控制,https://health99.hpa.gov.tw/article/18228,https://health99.hpa.gov.tw/storage/images/articles/120140894_3868030169892393_4083456331221680842_o.png
WHO聲明：吸菸者染新冠 易成重症(新生報),https://health99.hpa.gov.tw/news/17135,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
高齡孕婦逐年增加　產前遺傳診斷補助更安心,https://health99.hpa.gov.tw/news/8627,https://health99.hpa.gov.tw/storage/images/content/20200306NEWSIMG.jpg
菸中的菸霧會直接傷害體內的肌肉,https://health99.hpa.gov.tw/news/16793,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
腰來比一比 「腹」大不是「福」大,https://health99.hpa.gov.tw/news/8413,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
菸捐漲 國健局盼以價制量(中華日報),https://health99.hpa.gov.tw/news/12314,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
母乳哺育～生命之泉 國健署響應國際母乳週 8/4哺乳快閃活動 邀請民眾「逗陣」來相挺！,https://health99.hpa.gov.tw/news/8412,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
100個戒菸理由  再多一個「它」 健康與環境都兼顧,https://health99.hpa.gov.tw/news/18980,https://health99.hpa.gov.tw/storage/images/articles/280738388_376385997861190_5056917166523815388_n.jpg
咳到胸口痛，該戒菸了嗎？(聯合即時),https://health99.hpa.gov.tw/news/16019,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
洛杉磯時報：研究人員警告，別忘了，吸菸與自殺有關,https://health99.hpa.gov.tw/news/14823,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
預兆型偏頭痛 女性 快戒菸！( 新生報 ),https://health99.hpa.gov.tw/news/13790,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
「臺灣慢性病風險評估」模型出爐 您也可以預知未來,https://health99.hpa.gov.tw/news/18413,https://health99.hpa.gov.tw/storage/images/articles/20210329NEWSIMG.png
家庭主婦飽受二手菸害 突呼吸衰竭罹患肺阻塞(聯合新聞網),https://health99.hpa.gov.tw/news/15764,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
溫差大 慢性阻塞性肺病增3成 ( 蘋果日報),https://health99.hpa.gov.tw/news/15365,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
今日醫學新聞：教育程度低的吸菸者罹患中風機率較高,https://health99.hpa.gov.tw/news/13665,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
幼兒4歲（第6週）幼兒肥胖要注意,https://health99.hpa.gov.tw/article/18649,https://health99.hpa.gov.tw/storage/images/articles/4y06.jpg
孕婦吸菸、胎兒過輕 恐胎死腹中( 聯合晚報 ),https://health99.hpa.gov.tw/news/13592,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
粽藝大集合 三高族群吃粽不增重,https://health99.hpa.gov.tw/article/134,https://health99.hpa.gov.tw/storage/images/articles/端午吃粽哪些人要留意.jpg
投票放輕鬆  顧好您的心,https://health99.hpa.gov.tw/news/19113,https://health99.hpa.gov.tw/storage/images/articles/316421702_510696994430089_8624674786785332547_n.jpg
長期吸菸 小心主動脈剝離危及生命(健康醫療網),https://health99.hpa.gov.tw/news/12340,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
懷孕第24週-孕期24週的護膚之道,https://health99.hpa.gov.tw/article/18448,https://health99.hpa.gov.tw/storage/images/articles/pregnancyM24.jpg
健康日新聞：女性吸菸者出血性中風的機會更高,https://health99.hpa.gov.tw/news/15844,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
寒流來襲 低溫保健8個要點,https://health99.hpa.gov.tw/news/19131,https://health99.hpa.gov.tw/storage/images/articles/320573672_826687265382438_313230829391081273_n.jpg
兒童健康體位靠三寶-健康飲食、身體活動、充足睡眠,https://health99.hpa.gov.tw/news/8382,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸過程難 尼古丁貼片相助( 中國時報 ),https://health99.hpa.gov.tw/news/13954,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
