vip_id,age,sex,grade,city,cluster（動物種類）,created( 可忽略   ),總分,財務,健康,社交,心靈,獨立,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
1ab4e726,5,2,4,10,2,2025/5/31 12:20,54,75,60.75,10,60,60,2,3,4,1,4,3,"2,4,5",2,1,2,2,"1,2,3,4,5",1,4,2,4,2,"1,3,4","1,2,3,4","1,2"
1f59a9bd,4,2,4,2,2,2025/5/31 10:47,56,60,53.5,40,40,90,1,2,"1,2",2,3,2,4,3,"1,2",3,"2,3","1,2,3,4",1,5,2,"1,3",5,"1,4","1,2,3,4","1,2,3,4,5"
jwchen0506,5,1,5,4,4,2025/5/31 08:38,57,75,45.5,60,60,90,2,2,"1,2",2,5,2,"1,4,5",2,"1,2",4,2,"1,3,4",2,2,2,"1,2","1,3","1,3,4","1,2,3,4,5","1,2,3,5"
93ac52c1,5,2,4,2,4,2025/5/29 09:20,53,70,33.75,80,60,80,2,2,"1,3,4",1,5,2,4,3,1,5,,3,2,"1,3,5",2,"1,2,3","1,2","1,2,5","1,2,4","1,2,3,4,5"
F_AbzmB65SFO4EFCS-,5,2,4,1,4,2025/5/26 20:20,65,85,54.25,70,40,70,2,3,"1,2",2,5,4,"1,4,5",2,"1,3,4",2,1,3,2,"1,2",2,"1,2,3",1,"1,4","1,2,3","1,2,3,5"
mooiezazouIfrTIKxe,5,2,4,23,1,2025/5/26 19:01,58,85,49.5,30,80,70,1,3,"2,5",2,5,5,"1,3,4",4,"1,2",2,"1,2,3","1,2,4",3,"1,2,3,4",2,1,1,"1,2,4,5","1,4,5","1,3,4,5"
18502ae5,4,1,4,1,6,2025/5/26 14:00,54,85,44.75,40,60,50,2,3,"1,2",2,5,3,"1,2,4",3,1,3,"1,2","1,3",2,"2,4,5",3,"1,3",5,"1,2,4","1,3,4","1,5"
935d8c99,4,2,4,3,5,2025/5/26 10:23,61,80,41,100,80,70,1,2,"1,2,3,4,5",2,4,3,"3,4",3,5,4,5,"1,3,4,5",3,"1,2,4,5",2,"1,2,3","1,2,3,4","1,2,3,4","1,3,4,5","1,4,5"
G_116939732998191679,5,1,4,3,3,2025/5/25 10:09,33,50,31.75,20,60,0,1,3,5,3,2,3,6,4,1,3,2,3,2,2,3,3,5,"1,3,4",6,6
2a4b8fef,4,1,4,5,2,2025/5/24 19:51,45,70,36,40,0,90,2,2,2,2,4,3,"1,4,5",3,5,4,"1,2",3,1,"3,5",2,"2,3",5,6,"2,3,4,5","1,2,3,4,5"
3133dd62,1,2,4,5,3,2025/5/24 19:24,35,55,45.75,10,20,20,2,2,2,2,2,5,4,4,2,3,"1,2","1,2,3,4",1,3,2,4,2,1,5,1
1789205f,6,2,4,5,5,2025/5/24 18:19,72,55,72,90,100,100,2,3,"3,4",1,2,2,5,3,"1,2,3,4",1,2,"1,2,3,4,5",2,"1,2,4",2,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
S_001044.ebaa0c52672,6,2,4,1,4,2025/5/24 17:23,66,70,57,90,60,80,1,3,"1,2,3,4,5",2,4,3,1,3,5,3,2,"1,2,3,4,5",2,"2,4",1,"1,2,3","1,2,4","1,4,5","1,3,4,5","1,3,4,5"
cathy82030web12,5,2,4,1,5,2025/5/24 15:50,76,90,56.5,90,100,80,2,3,"1,2",2,5,3,"1,3,4,5",3,"1,2",3,"1,2","1,3",1,"1,2,3,4",2,"1,2,3","1,2,4","1,2,3,4,5","1,3,4","1,2,3,4,5"
julie10092web90,4,2,4,2,4,2025/5/24 12:54,54,80,36.75,50,60,80,1,3,"1,2,5",2,3,3,"1,2,4,5",3,2,4,3,3,1,1,2,"2,3",1,"1,3,4","1,2,3,4,5","2,4,5"
suefengteng,5,2,5,2,4,2025/5/24 12:02,69,80,57.5,80,60,90,2,2,"1,2,5",2,5,3,"1,4",3,"1,2",3,"2,3","1,2,3,4,5",2,"1,2,4",2,"1,2,3","1,2","1,2,4","1,2,4,5","1,2,3,4,5"
G_103344621263278604,3,2,4,4,2,2025/5/24 11:36,63,75,64.25,30,60,70,1,3,1,2,5,5,"4,5",3,"1,2,3",1,2,"3,4",1,"2,4,5",2,1,1,"1,3,5","1,2,3,4","1,4,5"
06611b64,5,1,5,3,1,2025/5/24 10:39,67,80,54,40,80,100,2,4,"1,2",1,5,3,1,3,"1,2,3,4",4,3,"2,3",1,"2,4",2,3,"1,4","1,3,4,5","1,2,3,4,5","1,2,3,4,5"
36267098,7,2,4,1,1,2025/5/24 09:49,74,75,71.5,30,80,90,2,2,1,1,5,4,"2,4",2,"1,2",3,"1,2,3","1,2,3,5",2,"1,2,3,4",1,2,2,"1,3,4,5","1,2,3,4","1,2,3,4,5"
ta234116,6,1,3,8,1,2025/5/24 09:39,62,70,52.75,10,100,90,1,2,"1,2,3,4,5",2,3,5,4,1,1,1,2,"3,5",2,2,2,4,2,"1,2,3,4,5","1,2,3,4,5","1,3,4,5"
shenyii,3,2,5,1,6,2025/5/24 07:26,56,60,61.5,30,80,40,1,3,"1,2",2,2,5,6,2,"1,2",2,2,"2,3",1,"1,2,4",2,1,1,"1,2,3,4","1,5","1,4"
yichen1261web11,3,2,4,1,2,2025/5/23 18:37,58,80,65,20,60,60,1,3,"1,2,5",2,5,5,5,2,"1,2,3,4",3,2,"3,4",1,"3,4,5",2,1,5,"1,4,5","1,3,4,5","3,5"
S_001634.e24f079ec49,1,1,4,4,5,2025/5/22 03:40,66,70,57.75,70,100,60,1,4,"3,4",2,1,5,"2,3,4,5",2,2,2,"1,4","1,3,5",1,"3,5",2,"2,3","1,2,3","1,2,3,4,5","2,3","1,2,3,5"
Jonathan45web57,3,1,4,2,1,2025/5/21 04:53,55,50,51.5,0,100,100,2,3,2,3,4,3,1,1,"1,2",3,2,"2,3",1,6,3,4,5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
S_000233.374f71ce86c,2,2,4,1,5,2025/5/20 22:11,63,65,46.25,100,100,100,2,4,"1,2",3,2,3,"1,4,5",3,"1,2,3",5,,6,1,"1,2,4,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
hsutommy2018,3,1,4,1,1,2025/5/20 17:50,65,85,46.75,60,100,90,2,4,"1,2,5",2,5,5,4,3,1,4,1,"1,3,4",2,"1,2,3,4",3,"2,3","1,2","1,2,3,4,5","1,2,4,5","1,2,3,4,5"
hua8661004,5,2,4,2,6,2025/5/20 16:02,36,60,16,10,80,40,1,3,"1,2",2,6,3,4,3,5,5,,6,3,2,3,4,4,"1,2,3,4",1,"1,4,5"
G_101158279000253706,1,1,3,1,5,2025/5/20 08:29,84,90,67.5,100,100,70,2,4,"1,2",2,3,3,"1,2,3,4,5",2,"2,3",2,"1,2,4","3,5",1,"1,2,3,4,5",3,"1,2,3","1,2,3,4","1,2,3,4,5","1,3,4","1,2,3,5"
F_AbziZyLgxdtmaDjl,2,1,4,1,5,2025/5/20 00:37,71,75,54.5,90,80,100,2,3,1,2,4,3,"1,2,4,5",2,"1,2",3,"1,2,4",3,1,"1,4,5",2,"1,2,3","1,2,3","1,2,3,5","1,2,3,4,5","1,2,3,4,5"
annhsxx930web65,2,2,4,1,5,2025/5/19 23:15,52,45,37.75,80,100,90,2,3,6,3,2,2,"2,4,5",3,2,2,"1,2",3,3,"1,4",2,"1,2,3","1,2","1,2,3,4,5","1,2,3,4","1,2,3,4,5"
udn005615,4,2,4,1,6,2025/5/19 10:40,59,65,51.5,60,80,50,2,3,5,3,3,3,"4,5",3,"1,2",2,"1,2,3",3,1,"2,5",2,"1,3","1,2","1,2,4,5","1,3,4","1,5"
G_115654621460738318,2,2,5,2,6,2025/5/19 10:34,44,60,39.75,50,40,50,2,3,"1,2,5",3,2,3,"4,5",3,2,4,2,3,1,"4,5",2,"2,3",1,"1,4","1,2","1,2,5"
e2a3ea02,7,2,4,9,5,2025/5/17 21:37,93,90,85.25,100,100,100,2,3,"3,4",2,5,3,"1,2,4,5",2,"1,2,3",1,"1,2,3","1,2,3,4,5",2,"1,2,3,5",1,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
G_112724689922048589,3,1,4,12,6,2025/5/17 19:34,43,75,32.75,40,40,30,2,3,"1,2,5",2,3,3,"1,4,5",4,1,4,2,3,1,5,2,"1,2",5,"1,4","3,4",1
yuh0413,4,2,5,4,6,2025/5/17 14:43,44,35,33.75,70,100,60,1,1,2,3,3,5,4,3,1,3,2,3,3,"2,4",2,"1,2","1,2,4","1,2,3,4,5","1,3,4","2,3,5"
PYH52826,5,1,4,23,1,2025/5/17 14:31,72,85,61,50,80,100,2,3,"1,5",2,4,5,"1,2,3,4",1,5,1,"1,2,3",3,1,4,1,3,"1,2,4","1,2,3,4","1,2,3,4,5","1,2,3,4,5"
06a797fe,3,2,4,12,6,2025/5/17 10:09,57,75,45.75,90,80,40,1,2,"1,2",2,3,3,"1,4,5",3,1,4,2,"3,4",1,"1,2,5",2,"1,2,3","1,2,3","1,3,4,5","1,4","2,5"
e500cfbb,7,1,4,5,3,2025/5/17 09:38,34,25,63.25,10,20,50,2,1,5,2,1,1,3,3,"1,2,3",1,2,"2,3",2,2,1,4,4,1,"2,4","3,4,5"
F_AbyzYE3KCHViUVJt,4,1,5,6,2,2025/5/17 09:29,55,85,45.5,20,60,80,2,2,"1,2",2,5,3,"2,4",2,"1,2",4,2,"3,5",2,"2,5",2,3,5,"1,3,5","1,2,3,4,5","1,2,4"
offline1541943583098,5,1,4,6,3,2025/5/17 09:02,49,80,54.75,30,20,40,1,2,4,1,5,4,"2,4,5",1,1,2,2,4,1,"2,4",2,2,2,1,"1,3","1,5"
2d7786bd,4,1,4,3,2,2025/5/17 07:42,46,80,26.75,20,40,80,2,4,"1,2",1,5,4,6,3,1,5,,6,1,6,2,1,5,"3,4","2,4,5","1,2,3,4,5"
z092084999web71,5,2,3,6,2,2025/5/17 07:29,64,85,63.25,0,60,90,2,2,"1,2",2,3,4,"1,2,3,4,5",2,"1,2,3",1,2,"2,3",2,"2,4,5",2,4,5,"1,3,4","1,2,3,4,5","1,3,4,5"
z092084999web71,5,2,3,6,2,2025/5/17 07:28,64,85,63.25,0,60,90,2,2,"1,2",2,3,4,"1,2,3,4,5",2,"1,2,3",1,2,"2,3",2,"2,4,5",2,4,5,"1,3,4","1,2,3,4,5","1,3,4,5"
wunder921,4,2,4,2,1,2025/5/10 10:45,59,85,46.75,20,80,90,2,3,"1,5",2,5,5,"3,4",2,2,4,2,3,1,"1,2,4",2,4,"1,2","1,2,4,5","1,2,3,4,5","1,2,3,4"
wunder921,4,2,4,2,1,2025/5/10 10:45,59,85,46.75,20,80,90,2,3,"1,5",2,5,5,"3,4",2,2,4,2,3,1,"1,2,4",2,4,"1,2","1,2,4,5","1,2,3,4,5","1,2,3,4"
greecewang0422,5,2,4,8,1,2025/5/9 16:53,75,85,64.25,50,100,100,2,3,"1,2",2,5,5,"4,5",3,"1,3,4",2,"2,3","2,3,4",1,"1,2,4",2,2,"1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
amyeric,4,2,5,3,1,2025/5/8 16:38,53,75,38.75,40,60,90,1,2,"3,4",2,4,3,4,2,1,4,2,6,2,"1,2,5",2,1,"1,3","1,3,4","1,2,3,4","1,2,3,4,5"
amyeric,4,2,5,3,1,2025/5/8 16:38,53,75,38.75,40,60,90,1,2,"3,4",2,4,3,4,2,1,4,2,6,2,"1,2,5",2,1,"1,3","1,3,4","1,2,3,4","1,2,3,4,5"
amyeric,4,2,5,3,1,2025/5/8 16:38,53,75,38.75,40,60,90,1,2,"3,4",2,4,3,4,2,1,4,2,6,2,"1,2,5",2,1,"1,3","1,3,4","1,2,3,4","1,2,3,4,5"
amyeric,4,2,5,3,1,2025/5/8 16:38,53,75,38.75,40,60,90,1,2,"3,4",2,4,3,4,2,1,4,2,6,2,"1,2,5",2,1,"1,3","1,3,4","1,2,3,4","1,2,3,4,5"
amyeric,4,2,5,3,1,2025/5/8 16:38,53,75,38.75,40,60,90,1,2,"3,4",2,4,3,4,2,1,4,2,6,2,"1,2,5",2,1,"1,3","1,3,4","1,2,3,4","1,2,3,4,5"
fb82871b,3,2,5,2,5,2025/5/6 18:20,60,75,42.75,70,80,100,1,2,"1,2,5",2,3,4,"1,4,5",3,1,4,2,3,1,"1,4,5",2,"1,2,3",3,"1,3,4,5","1,2,3,4,5","1,2,3,4,5"
6.67E+11,1,1,5,10,5,2025/5/6 11:27,89,80,88,90,100,100,1,3,"1,3,4,5",2,3,5,"1,2,3,4",2,"1,2,3,4",2,"2,4","1,2,3,5",1,"1,2,4,5",1,"1,2,3","1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
G_108101374982584567,2,2,4,4,5,2025/5/6 11:25,49,35,36.75,90,100,80,1,3,3,3,2,2,4,4,1,4,2,"2,3,4",2,"1,2",3,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,3,5"
G_115622108219848170,1,2,5,20,5,2025/5/6 11:18,71,55,86.25,80,100,60,2,3,3,2,2,3,"1,4",3,"1,2,3",1,"1,2,3","1,2,3,4,5",1,"1,2,4,5",1,"1,2,3","1,2","1,2,3,4,5","1,3","1,3,4,5"
G_115622108219848170,1,2,5,12,1,2025/5/6 11:12,54,45,64.5,60,80,70,1,4,4,3,6,5,"1,4",3,"1,3",1,"1,2,3","1,2,3,4,5",2,"1,2,3",3,2,"1,2,3,4","1,2,3,4","2,3","1,2,3,4,5"
1f3b385e,4,2,4,2,1,2025/5/3 00:51,58,85,38,20,100,90,2,3,"1,2",2,5,4,"4,5",4,5,4,2,"3,5",1,"1,2,4",2,4,"1,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4"
G_117485451792886624,4,2,5,19,1,2025/5/2 23:12,64,90,52,20,80,60,2,4,"1,2",1,5,3,"2,4",2,"1,2,3,4",5,,"3,5",2,"2,4,5",2,2,5,"1,3,4,5","1,2,3,4","1,4"
b50d8213,5,1,4,2,5,2025/4/28 13:42,84,80,72.25,80,100,100,2,3,"1,2",1,3,3,"3,4,5",1,"1,3,4",1,2,"1,2,3,4,5",2,"1,2",2,"1,2,3","1,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
b50d8213,5,1,4,2,5,2025/4/28 13:42,84,80,72.25,80,100,100,2,3,"1,2",1,3,3,"3,4,5",1,"1,3,4",1,2,"1,2,3,4,5",2,"1,2",2,"1,2,3","1,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
G_103316407817942986,5,2,4,3,4,2025/4/27 06:49,42,40,34.75,70,40,90,2,2,"3,4",3,6,2,"1,2",3,1,4,2,"2,3",2,2,2,"1,2,3",2,"1,4","2,3,4,5","1,2,3,4,5"
kikiflys,4,2,5,3,3,2025/4/23 14:13,31,75,26.75,0,0,0,1,3,"1,2,5",2,5,2,"1,4,5",3,1,5,,6,1,6,3,4,5,6,6,6
G_112584273541978371,4,2,4,23,4,2025/4/23 00:42,61,60,52.5,80,40,100,1,2,"1,2,5",2,2,3,6,1,"1,3",5,,3,1,"1,2,3,5",3,"1,3","1,2,3,4","1,2","1,2,3,4,5","1,2,3,4,5"
G_102448017906835100,3,2,5,1,4,2025/4/22 22:49,48,45,49.5,60,60,80,2,2,4,1,2,2,4,2,"1,2",2,1,6,1,2,2,"1,2,3",5,"1,3,4","1,2,3,4,5","1,4,5"
G_118086867343740260,5,1,4,4,4,2025/4/22 16:46,75,80,69.25,60,60,80,2,3,"1,2,3,4",2,5,5,"1,4",2,"1,2,3",2,"1,2","1,2,3,4,5",2,"2,3,4",2,"1,3","1,3","1,3,4","1,2,3,4,5","1,3,4"
G_118086867343740260,5,1,4,4,4,2025/4/22 16:39,67,65,54.75,100,60,100,2,3,"1,2,4",2,4,4,4,3,1,2,2,"1,3,5",2,"1,2,3,5",2,"1,2,3","1,2,3,4","1,3,4","1,2,3,4,5","1,2,3,4,5"
juihan576,5,2,4,1,1,2025/4/22 10:16,72,85,56.25,50,100,100,2,3,"1,2",2,5,4,"1,3,4",2,"1,2,3",3,"1,2","1,3",2,"1,2,4",2,"1,2",1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
G_117055162756694064,1,1,4,1,2,2025/4/21 19:39,42,60,43.5,0,60,50,2,4,"1,5",3,2,3,"1,4",3,"2,3",4,4,"3,4",1,1,3,4,5,"1,3,4",6,"1,2,3,4,5"
1544be5d,1,1,4,1,3,2025/4/21 12:16,36,45,51.75,30,20,20,1,2,1,1,2,2,4,1,1,2,1,1,1,1,2,1,1,1,1,1
1544be5d,1,1,4,1,3,2025/4/21 12:10,35,45,48.75,30,20,20,1,2,1,1,2,2,4,2,4,2,1,1,1,1,2,1,1,1,1,3
fangri,5,1,3,1,1,2025/4/21 09:04,59,70,55.5,0,80,80,2,4,"1,2,5",2,3,3,6,3,"1,2",1,2,"3,4,5",2,"3,4",2,4,5,"1,2,3,4","1,2,3","1,2,3,4,5"
F_Aby_Z53iCxLuKkxd,4,2,4,2,5,2025/4/20 10:23,67,50,56.75,100,100,100,1,1,"1,2,5",2,4,2,"1,4",3,1,2,"1,2,3","1,2,3",1,"1,2,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
emily100,3,2,5,1,4,2025/4/17 08:00,47,60,33.75,70,40,80,2,3,"2,3",2,2,5,"4,5",3,2,4,2,"3,4,5",4,"1,4,5",2,"1,2,3",2,"1,3","1,4,5","1,2,3,4,5"
S_000571.7711b14b51e,1,2,4,3,4,2025/4/16 22:42,52,65,37.75,80,60,70,2,3,"1,5",2,6,4,"3,4",3,2,3,2,6,1,3,3,"1,2,3","1,2","1,2,4","1,5","1,2,3,4,5"
S_000571.7711b14b51e,1,2,4,3,4,2025/4/16 22:40,52,65,37.75,80,60,70,2,3,"1,5",2,6,3,"3,4",3,2,3,2,6,1,3,3,"1,2,3","1,2","1,2,4","1,5","1,2,3,4,5"
G_110654402842436801,1,1,4,1,5,2025/4/16 21:22,77,75,67,100,100,40,1,3,"1,2,3,4,5",2,3,4,"1,4,5",3,"1,2,3,4",3,"2,3","2,3,4,5",1,"1,2,4",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,5","2,5"
G_113267800161832559,1,2,4,3,3,2025/4/16 17:47,31,50,33,40,0,20,2,3,5,3,6,4,4,2,5,5,,"1,3",1,6,3,"1,2",5,6,5,4
63e23bdf,1,2,4,1,4,2025/4/16 15:51,43,40,32.75,70,40,100,2,3,1,3,1,5,4,3,1,5,,3,1,1,2,"1,2,3",1,"1,2","1,2,3,4,5","1,2,3,4,5"
0db969b3,1,2,4,14,1,2025/4/16 13:50,39,10,41.75,60,80,90,1,1,1,3,1,2,6,3,2,5,,3,1,"2,3,4,5",3,"1,2,3",5,"1,2,4,5","1,3,4,5","1,2,3,4,5"
G_108585442717759992,1,1,4,4,6,2025/4/16 11:08,60,65,61.5,50,60,60,2,4,"1,5",2,2,3,6,2,"2,3",2,"1,4","3,5",1,"1,2,5",2,"1,3",1,"1,3,4","1,3,4","1,2,4"
F_AbwdMFlOQmXqVCTr,1,1,4,4,5,2025/4/16 10:59,81,75,68.5,90,100,90,1,2,"1,5",2,3,3,"2,3",3,"1,2",2,"1,2,4","1,3,4",2,"2,3,4,5",1,"1,2,3","1,2,3","1,2,3,4,5","1,2,3,4,5","1,3,4,5"
70853f60,1,1,4,4,1,2025/4/16 10:51,56,70,42.75,60,100,60,2,3,"1,3,4,5",3,4,3,"2,4",3,2,4,5,"3,5",1,"2,3",3,"2,3","1,2","1,2,3,4,5",1,"1,2,3,4,5"
G_117151980486146430,1,2,4,1,2,2025/4/16 10:49,57,65,58.5,50,20,80,1,2,"1,5",2,1,3,"1,3,4",1,"1,2",2,2,3,1,"1,2",2,2,"1,2,4",1,"1,2,4,5","1,3,4,5"
G_104057358436914185,1,2,4,20,5,2025/4/16 10:45,69,70,56.25,80,100,80,2,4,"1,5",3,4,4,"1,4",3,"1,2,4",4,2,"1,2,3",1,"1,3,4",2,"1,2,3","1,4","1,2,3,4,5","1,2,3,4,5","1,3,5"
7cf1f374,1,2,4,2,5,2025/4/16 10:45,56,55,48.5,90,100,60,1,3,"1,5",2,6,3,6,3,"2,3",5,,3,1,"1,2,3,4,5",3,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5",1
S_002026.0fb2608a646,1,2,4,2,3,2025/4/16 10:43,37,55,32.75,60,20,30,2,3,"1,5",3,6,3,"4,5",3,2,5,,3,1,1,3,"1,2,3",5,1,4,"1,5"
G_117455551754728384,1,2,4,1,6,2025/4/16 10:43,50,60,61.5,50,40,50,2,3,"1,2,5",1,2,3,6,1,"1,2",2,2,"3,5",1,"1,2",2,"1,2",1,"1,4","1,2,4","1,5"
teresakao2web05,1,2,4,2,5,2025/4/16 10:40,56,55,49.75,90,100,60,2,3,"1,5",2,6,4,6,3,1,3,"2,4","3,4,5",1,"1,5",3,"1,2,3","1,2,4","1,2,3,4,5","1,4,5","1,4,5"
G_117455551754728384,1,2,4,1,3,2025/4/16 10:40,40,55,55.5,30,20,20,2,3,"1,2,5",2,6,5,6,2,"1,2",2,3,5,1,"1,2",2,2,1,1,"2,4",6
21da8602,1,2,3,8,5,2025/4/16 10:39,67,55,63.5,80,100,80,2,3,"1,5",3,6,3,"3,4",2,"2,3",3,"2,3","3,4",1,"1,2,3,4,5",2,"1,2,3","1,2","1,2,3,4,5","1,2,3,4,5","1,4,5"
G_115320832753882883,1,1,4,3,5,2025/4/16 10:38,61,35,78,90,80,100,2,2,6,3,1,5,6,2,"1,2,3,4",2,"1,2,4","1,2,3",1,"1,2,3,4,5",3,"1,2,3","1,2,3","1,3,4,5","1,2,3,4,5","1,2,3,4,5"
G_117402848787534056,1,1,4,1,5,2025/4/16 10:37,55,40,49.75,90,100,90,2,3,"1,2,5",3,6,2,"1,4",3,1,3,"3,4","3,5",1,"1,2,3",3,"1,2,3","1,2,3","1,2,3,4,5","1,2,3,4","1,2,3,4,5"
G_109481877471149777,1,2,4,8,6,2025/4/16 10:37,54,50,57.5,70,60,40,2,2,"1,5",3,6,5,4,3,"1,2",2,"1,4","3,4",1,"1,2,3",3,"1,2,3",1,"1,2,3","4,5","1,3"
dora940219web12,1,2,4,1,6,2025/4/16 10:37,41,40,48.5,70,40,30,1,3,1,3,6,3,"1,4",2,"2,3",3,3,3,1,1,3,"1,2,3",2,"1,5",1,"1,4"
F_Abx24FcdIYyYKch_,1,2,4,1,5,2025/4/16 10:36,59,60,46,80,100,90,1,3,"1,2,5",2,1,4,"1,4",3,5,3,"1,2","1,3,4",1,"2,3",3,"1,2,3","1,2","1,2,3,4,5","1,3,4,5","1,2,3,4,5"
S_001055.0502e29b760,1,2,4,1,6,2025/4/16 10:36,51,60,39.75,70,100,40,2,2,"1,2,5",2,1,5,4,3,2,4,2,3,1,"1,3",3,"2,3","1,2,4","1,2,3,4,5","1,2","1,5"
L_U3eb2305a59e601a88,1,2,4,1,1,2025/4/16 10:35,47,50,39.5,40,60,100,2,2,5,2,1,2,4,3,"1,2",5,,3,1,"1,4",2,2,"1,2","1,2,5","1,2,3,4,5","1,2,3,4,5"
F_Abz6Z8gg5TvnF-UI,1,2,4,4,1,2025/4/16 10:35,48,40,48.75,50,100,60,2,2,5,3,1,2,4,1,2,5,,"3,4",1,"3,4,5",3,"1,2",1,"1,2,3,4,5","1,2,5","3,4,5"
G_104803757966654565,1,2,4,3,4,2025/4/16 10:34,57,80,47.75,80,60,50,2,4,"1,5",3,4,5,"2,3,4",1,1,3,"2,3","3,4",1,6,3,"1,2,3","1,2","3,4,5","1,3,4","3,5"
G_114466515527369152,1,2,4,5,5,2025/4/16 10:34,71,80,55.75,80,80,90,2,4,"1,2,3,5",2,2,4,"2,3,4",2,2,4,"1,2,3","1,3,4,5",1,"1,2,4",3,"1,2,3","1,2","1,2,4,5","1,2,3,4,5","1,2,4,5"
G_109511888224763148,1,2,3,10,2,2025/4/16 10:33,55,80,48.75,30,60,70,1,3,"1,2,5",2,3,3,"2,4,5",3,2,4,2,"1,2,3,5",1,"1,5",3,2,2,"1,4,5","1,2,3,4,5","1,3"
G_107177876920638391,1,2,4,10,4,2025/4/16 10:30,60,55,53,80,80,70,2,2,"1,5",3,2,3,4,1,5,3,"2,3","1,3,4",1,"1,3",2,"1,2,3","1,4","1,2,4,5","1,2,3,4","1,3,5"
G_108524781445642327,1,2,4,4,4,2025/4/16 10:29,38,35,37,80,20,60,1,2,1,3,1,3,6,3,5,3,2,6,1,"1,2",2,"1,2,3","1,2",1,"1,2","1,2,3,5"
5d59fd2f,1,2,4,3,1,2025/4/16 10:29,43,45,33.75,30,80,80,2,2,"1,2,5",3,1,3,6,1,2,5,,6,1,6,2,2,1,"1,3,4,5","1,4,5","1,2,3,4,5"
G_115854043480047829,1,2,4,1,2,2025/4/16 10:29,46,55,46,50,40,70,2,3,"1,2,5",3,2,4,"1,4",3,5,3,2,"1,3",1,"1,2,5",3,"1,2",1,"1,4","1,3,4","1,3,4,5"
6616b4fb,1,2,4,2,5,2025/4/16 10:27,65,70,52.75,80,80,70,1,3,"1,2,5",3,5,5,4,1,1,4,2,"1,3",1,"1,4,5",3,"1,2,3","1,2","1,3,4,5","1,2,3,4","1,3,5"
G_108980245873396728,1,2,4,3,1,2025/4/16 10:25,62,60,68.25,40,100,50,2,2,"1,2,5",2,1,3,4,1,"1,2,3",2,2,"3,4,5",1,"1,3",2,"1,2",5,"1,2,3,4,5","2,3","1,3,5"
S_001070.cfd6f17d906,1,2,4,2,5,2025/4/16 10:24,57,60,42.75,80,100,80,2,3,5,2,6,5,4,3,2,4,"1,2,3",4,1,"1,4,5",2,"1,2,3","1,2","1,2,3,4,5","1,4,5","1,2,3,4,5"
G_107177876920638391,1,2,4,16,3,2025/4/16 10:24,27,15,30,60,0,70,1,2,1,3,1,1,6,1,5,5,,6,1,6,3,"1,2,3",5,6,"1,2,3,4","1,3,5"
G_111201031963308094,1,2,4,4,4,2025/4/16 10:23,54,65,43.75,80,60,70,2,3,"2,5",3,4,5,4,2,1,4,"2,3","3,5",1,1,3,"1,2,3","1,2","1,2,4","1,3,4,5","1,3,5"
e462aa58,1,1,1,2,6,2025/4/14 16:43,48,75,32.75,30,80,50,2,4,"1,2,3,4,5",2,4,4,6,3,2,3,2,6,2,3,2,1,2,"1,2,3,4","1,2","1,3,5"
S_000381.e1979b6b79c,1,1,4,1,3,2025/4/14 10:21,45,75,50,30,20,20,2,3,"1,2,5",2,6,4,"1,2,3,4,5",2,5,3,"2,3,4","2,3,4",1,"1,3",2,1,3,2,3,3
F_Abz9kZZbKEoGUv0w,1,2,4,1,6,2025/4/14 01:56,50,55,47.25,80,60,50,1,3,1,3,4,5,4,3,"1,3,4",4,"2,3",3,1,"2,4",3,"1,2,3","1,2","1,2,5",1,"1,2,3,5"
F_Abz9kZZbKEoGUv0w,1,2,4,1,6,2025/4/14 01:52,47,55,42.75,60,60,60,1,3,1,3,4,3,4,3,1,4,3,3,1,"1,2,4",3,"1,2","1,2","1,2,5",1,"1,2,3,4,5"
9fa5a148,1,2,4,3,4,2025/4/13 22:33,58,50,59.75,60,60,80,2,3,"1,2,5",3,2,3,6,1,1,3,2,"3,5",1,"1,2,3,5",3,"1,3","2,3","1,4,5","1,2,3","1,2,3,4,5"
vivilu2002web08,1,2,4,1,6,2025/4/13 20:06,52,70,35.75,60,100,40,2,3,"1,2",2,3,5,4,3,1,5,,5,1,"1,2",3,"1,2","1,2","1,2,3,4,5","4,5","1,4"
